,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Current Assets,8084,7810,7693,7438,7464,8183,8771,9368,11232,10325
"+ Cash, Cash Equivalents & STI",1642,1667,1510,1101,791,673,1192,2509,3270,2545
+ Cash & Cash Equivalents,1637,1661,1503,1098,791,673,1192,2509,3270,2545
+ ST Investments,5,7,7,3,0,0,0,0,0,0
+ Accounts & Notes Receiv,6102,5801,5955,5908,6332,7027,7143,6467,7525,7339
"+ Accounts Receivable, Net",4565,4377,4361,4390,4585,7027,7143,6467,7525,7339
"+ Notes Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Loans Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Other Receivable, Net",1536,1424,1594,1518,1747,0,0,0,0,0
+ Inventories,0,0,0,0,0,0,0,0,0,0
+ Raw Materials,0,0,0,0,0,0,0,0,0,0
+ Work In Process,0,0,0,0,0,0,0,0,0,0
+ Finished Goods,0,0,0,0,0,0,0,0,0,0
+ Inventory Adjustments,0,0,0,0,0,0,0,0,0,0
+ Other Inventory,0,0,0,0,0,0,0,0,0,0
+ Other ST Assets,340,342,228,430,341,482,435,392,437,441
+ Prepaid Expenses,0,0,0,0,0,0,0,0,0,0
+ ST Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ ST Assets Held-for-Sale,0,0,0,0,0,0,0,0,0,0
+ ST Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ Misc ST Assets,0,0,0,0,0,0,0,0,0,0
Total Noncurrent Assets,4821,4937,4892,5047,5231,7438,8981,8675,8677,8520
"+ Property, Plant & Equip, Net",540,548,567,622,650,791,2353,2070,2220,1915
"+ Property, Plant & Equip",1652,1618,1529,1584,1687,1826,3469,3204,3422,3160
- Accumulated Depreciation,1112,1070,962,962,1036,1035,1116,1134,1202,1245
+ LT Investments & Receivables,0,0,0,0,0,0,0,0,0,0
+ LT Investments,0,0,0,0,0,0,0,0,0,0
+ LT Receivables,0,0,0,0,0,0,0,0,0,0
+ Other LT Assets,4281,4389,4325,4425,4581,6647,6629,6605,6457,6605
+ Total Intangible Assets,3793,3844,3757,3823,3961,5971,5909,5879,5756,5869
+ Goodwill,3629,3669,3609,3674,3820,4876,4894,4946,4909,5051
+ Other Intangible Assets,164,175,148,148,141,1095,1014,933,848,818
+ LT Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ LT Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ Misc LT Assets,488,545,568,603,620,676,720,726,701,736
Total Assets,12905,12747,12585,12485,12695,15620,17752,18043,19909,18845
+ Payables & Accruals,7633,7354,7432,7098,7583,7505,7948,8102,9878,9022
+ Accounts Payable,6914,6558,6672,6304,6908,6698,7205,7270,8960,8235
+ Accrued Taxes,0,0,0,0,0,0,43,51,43,65
+ Interest & Dividends Payable,0,0,0,0,0,0,0,0,0,0
+ Other Payables & Accruals,718,796,760,794,675,807,700,782,875,722
+ ST Debt,533,109,152,410,87,74,822,819,314,281
+ ST Borrowings,533,109,152,410,87,74,554,551,48,45
+ ST Finance Leases,0,0,0,0,0,0,267,269,266,236
+ Other ST Liabilities,0,0,0,199,9,545,651,659,698,680
+ Deferred Revenue,0,0,0,0,485,534,586,658,689,680
+ Derivatives & Hedging,0,0,0,0,0,0,0,0,0,0
+ Deferred Tax Liabilities,0,0,0,0,0,0,0,0,0,0
+ Misc ST Liabilities,0,0,0,199,-476,11,65,2,9,0
Total Current Liabilities,8165,7463,7584,7706,7678,8124,9420,9581,10890,9983
+ LT Debt,1130,1624,1610,1281,1286,3660,4202,4357,4485,4251
+ LT Borrowings,1130,1624,1610,1281,1286,3660,2772,2916,2909,2871
+ LT Finance Leases,0,0,0,0,0,0,1430,1441,1576,1380
+ Other LT Liabilities,1110,1252,1137,1189,1244,1236,1140,1068,930,867
+ Accrued Liabilities,514,528,464,481,477,423,425,413,329,294
+ Pension Liabilities,0,0,0,0,0,0,0,0,0,0
+ Deferred Revenue,0,0,0,0,0,0,0,0,0,0
+ Deferred Tax Liabilities,0,0,0,0,0,0,0,0,0,0
+ Derivatives & Hedging,0,0,0,0,0,0,0,0,0,0
+ Misc LT Liabilities,596,724,673,708,767,813,715,655,601,573
Total Noncurrent Liabilities,2240,2875,2747,2470,2529,4896,5341,5425,5414,5118
Total Liabilities,10405,10339,10331,10176,10207,13020,14762,15006,16304,15101
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Share Capital & APIC,3028,1589,1445,1239,994,934,1016,1138,1266,1096
+ Common Stock,53,41,40,39,39,38,39,39,39,39
+ Additional Paid in Capital,2975,1548,1404,1199,955,896,977,1099,1227,1058
- Treasury Stock,1266,19,71,63,59,0,0,0,0,120
+ Retained Earnings,865,1183,1438,1804,2094,2400,2690,2637,3154,3632
+ Other Equity,-411,-637,-846,-962,-827,-941,-930,-880,-894,-960
Equity Before Minority Interest,2215,2116,1966,2017,2201,2393,2776,2895,3526,3648
+ Minority/Non Controlling Interest,285,292,288,292,287,208,214,142,79,96
Total Equity,2500,2409,2254,2310,2488,2601,2990,3037,3605,3744
Total Liabilities & Equity,12905,12747,12585,12485,12695,15620,17752,18043,19909,18845
Shares Outstanding,425,414,403,392,383,384,387,391,394,387
Capital Leases - Total,0,0,0,0,0,0,1697,1710,1842,1616
Net Debt,26,72,259,593,582,3061,2134,957,-313,370
Net Debt to Equity,1.03,3.00,11.51,25.66,23.38,117.68,71.37,31.52,-8.69,9.89
Tangible Common Equity Ratio,-14,-16,-17,-17,-17,-35,-25,-23,-15,-16
Current Ratio,0.99,1.05,1.01,0.97,0.97,1.01,0.93,0.98,1.03,1.03
Cash Conversion Cycle,-309.78,-293.54,-287.60,-266.50,-267.95,-79.71,-37.67,-68.53,-103.77,-97.26
Number of Employees,45400,47400,49200,49800,50200,54000,54300,50200,55600,58400
