,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,372,375,491,535,524,516,516,1207,1210,1214
Diluted Weighted Avg Shares,395,398,497,521,537,517,517,601,1209,1217
Basic Weighted Avg Shares,383,374,472,513,535,515,516,601,1209,1212
Revenue per Share,18.02,20.66,19.97,21.59,22.28,22.22,22.30,19.87,14.80,13.42
EBITDA per Share,4.27,5.26,5.07,5.65,6.04,5.76,5.26,3.51,3.97,3.86
Operating Income per Share,2.92,3.75,2.89,2.68,2.66,1.66,1.35,-0.17,0.24,1.37
"Basic EPS, GAAP",1.63,2.49,1.80,0.94,1.30,0.69,0.03,-1.11,-1.05,1.71
Basic EPS from Cont Ops,1.63,2.50,1.80,0.94,1.30,0.69,0.03,-1.11,-1.05,1.71
"Diluted EPS, GAAP",1.58,2.34,1.70,0.92,1.30,0.68,0.03,-1.11,-1.05,1.71
Diluted EPS from Cont Ops,1.59,2.34,1.70,0.92,1.30,0.68,0.03,-1.11,-1.05,1.71
Dividend per Share,0,0,0,0,0,0,0,0,0.33,0.48
Cash Flow per Share,2.89,2.72,4.25,3.99,3.86,4.55,3.50,2.05,2.50,2.44
Free Cash Flow per Basic Share,1.85,0.72,2.41,2.53,2.19,2.23,2.71,0.92,2.03,2.04
Cash & Equivalents per Share,0.78,0.60,2.52,2.19,0.94,0.93,1.13,0.87,0.77,1.21
Book Value per Share,7.96,10.36,9.11,9.24,10.78,11.66,11.70,4.45,3.06,4.27
Tangible Book Value per Share,-10.35,-8.32,-5.78,-23.47,-23.17,-21.80,-18.13,-15.81,-14.68,-9.85
