,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,143,149,149,170,170,169,166,164,243,236
Diluted Weighted Avg Shares,136,144,149,166,170,171,167,165,246,252
Basic Weighted Avg Shares,136,144,149,166,170,171,167,165,233,240
Revenue per Share,25.63,30.03,21.09,23.80,31.14,54.85,57.91,42.57,76.70,101.60
EBITDA per Share,14.19,15.19,5.63,7.08,13.12,22.23,21.76,13.13,38.81,53.63
Operating Income per Share,7.53,7.92,-3.66,-1.84,4.88,13.26,11.51,3.20,28.09,43.09
"Basic EPS, GAAP",-6.16,6.46,-1.83,-3.35,4.90,5.72,4.53,-1.21,9.09,32.69
Basic EPS from Cont Ops,-2.57,7.23,-1.79,-3.35,4.90,5.70,4.53,-1.21,9.09,32.69
"Diluted EPS, GAAP",-6.16,6.46,-1.83,-3.35,4.90,5.72,4.53,-1.21,8.61,31.13
Diluted EPS from Cont Ops,-2.57,7.23,-1.79,-3.35,4.90,5.70,4.53,-1.21,8.61,31.13
Dividend per Share,0.08,0.08,0.08,0.08,0.08,0.32,0.76,2.10,6.84,26.12
Cash Flow per Share,15.76,16.43,8.38,9.02,12.29,18.96,18.65,12.62,26.00,47.28
Free Cash Flow per Basic Share,-3.63,-6.09,-5.79,-2.16,-1.62,-1.63,0.76,2.92,12.40,30.95
Cash & Equivalents per Share,2.75,6.88,9.31,15.08,12.42,8.50,4.94,9.51,16.64,5.10
Book Value per Share,11.68,17.35,15.40,10.19,14.98,20.48,24.33,21.16,16.32,24.09
Tangible Book Value per Share,44.45,55.82,54.24,59.74,64.69,69.89,71.63,68.75,93.06,94.47
