,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,2653,2665,3655,3213,2732,2284,2595,3510,7296,5265
ST Debt,0,0,448,485,449,0,586,240,365,904
LT Debt,2653,2665,3207,2728,2283,2284,2009,3270,6931,4361
Total Debt/EBITDA,1.37,1.22,4.36,2.73,1.23,0.60,0.71,1.62,0.81,0.41
Net Debt/EBITDA,1.17,0.75,2.70,1.78,0.82,0.38,0.46,0.86,0.34,0.30
Total Debt/EBIT,2.59,2.34,-6.69,-10.53,3.29,1.01,1.35,6.65,1.11,0.51
Net Debt/EBIT,2.21,1.44,-4.15,-6.87,2.21,0.64,0.86,3.52,0.47,0.37
EBITDA to Interest Expense,10.51,11.89,4.49,5.68,14.58,30.17,30.03,11.06,56.16,100.56
EBITDA-CapEx/Interest Expense,-3.85,-5.74,-6.80,-3.29,-0.88,2.23,5.34,2.88,36.48,69.94
EBIT to Interest Expense,5.58,6.20,-2.92,-1.47,5.42,17.99,15.89,2.69,40.65,80.80
Interest Expense,184,184,187,207,153,126,121,196,161,128
Common Equity/Total Assets,13.56,17.32,15.18,10.51,14.99,19.39,21.12,18.10,10.76,15.91
Long-Term Debt/Equity (%),40.11,31.03,38.29,26.20,20.24,18.86,16.58,28.27,30.35,19.35
Long-Term Debt/Capital (%),61.23,50.68,53.79,55.11,43.19,39.68,30.34,46.78,61.57,39.82
Long-Term Debt/Total Assets (%),21.58,17.85,21.16,16.57,13.43,12.76,10.54,17.01,18.83,12.20
Total Debt/Equity (%),40.11,31.03,43.64,30.86,24.22,18.86,21.41,30.34,31.95,23.36
Total Debt/Capital (%),61.23,50.68,61.30,64.91,51.68,39.68,39.19,50.21,64.81,48.07
Total Debt/Total Assets (%),21.58,17.85,24.12,19.52,16.07,12.76,13.61,18.25,19.82,14.73
Net Debt to Equity,34.17,19.09,27.03,20.12,16.28,12.05,13.68,16.06,13.51,17.18
Net Debt/Capital (%),57.37,38.74,49.53,54.67,41.82,29.59,27.67,33.49,41.63,39.03
EBITDA,1932,2187,839,1175,2230,3801,3634,2167,9042,12872
EBITDA-CapEx,-707,-1056,-1271,-682,-135,281,646,565,5873,8952
Operating Income (Loss),1025,1140,-546,-305,830,2267,1923,528,6544,10342
