,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,4806,4268,3640,3345,3323,3304,3055,3039,3025,2823
ST Debt,564,115,392,296,1151,600,271,325,313,15
LT Debt,4242,4153,3248,3049,2172,2705,2784,2714,2712,2808
Total Debt/EBITDA,6.03,4.96,3.73,3.27,3.56,3.34,5.18,2.02,1.05,1.37
Net Debt/EBITDA,4.99,4.10,3.23,2.73,2.98,2.67,4.16,1.56,0.64,0.23
Total Debt/EBIT,17.08,12.66,7.53,5.98,6.87,6.50,24.11,2.70,1.22,1.73
Net Debt/EBIT,14.13,10.46,6.51,5.00,5.75,5.19,19.36,2.08,0.75,0.30
EBITDA to Interest Expense,2.84,3.90,4.74,6.60,6.09,6.65,4.19,12.88,30.87,21.67
EBITDA-CapEx/Interest Expense,2.52,3.54,4.31,5.96,5.39,5.94,3.38,11.54,29.14,20.33
EBIT to Interest Expense,1.00,1.53,2.35,3.60,3.16,3.42,0.90,9.65,26.53,17.15
Interest Expense,281,221,206,155,153,149,141,117,94,95
Common Equity/Total Assets,-40.15,-42.76,-45.19,-42.85,-29.82,-34.45,-40.63,-21.82,3.38,17.67
Long-Term Debt/Equity (%),218.49,201.32,156.21,142.32,78.00,111.36,122.14,100.24,64.29,57.59
Long-Term Debt/Capital (%),355.81,619.97,1870.97,1451.40,230.31,332.59,753.95,184.54,81.53,63.44
Long-Term Debt/Total Assets (%),47.13,49.36,42.35,41.68,27.22,37.40,42.10,37.72,30.41,30.96
Total Debt/Equity (%),247.53,206.87,175.06,156.13,119.33,136.05,134.04,112.24,71.71,57.90
Total Debt/Capital (%),403.10,637.07,2096.66,1592.29,352.34,406.33,827.46,206.64,90.94,63.78
Total Debt/Total Assets (%),53.39,50.72,47.45,45.72,41.64,45.70,46.21,42.23,33.92,31.12
Net Debt to Equity,204.81,170.92,151.36,130.54,99.91,108.60,107.64,86.35,43.97,9.92
Net Debt/Capital (%),1095.96,-4917.85,-986.24,-826.78,691.25,1800.41,-1054.69,303.77,86.03,23.18
EBITDA,797,860,975,1025,933,988,590,1501,2890,2061
EBITDA-CapEx,707,780,886,926,825,883,476,1344,2727,1934
Operating Income (Loss),281,337,484,559,484,508,127,1125,2483,1631
