,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.76,1.20,0.52,0.61,0.29,0.48,0.56,0.57,0.88,2.49
Current Ratio,1.49,2.53,1.34,1.47,0.79,1.23,1.68,1.79,2.39,4.12
Quick Ratio,1.14,1.84,0.96,1.10,0.58,0.89,1.17,1.40,1.59,3.15
CFO/Avg Current Liab,0.56,0.60,1.01,0.85,0.01,0.45,0.53,0.78,1.82,1.88
Common Equity/Total Assets,-40.15,-42.76,-45.19,-42.85,-29.82,-34.45,-40.63,-21.82,3.38,17.67
Long-Term Debt/Equity (%),218.49,201.32,156.21,142.32,78.00,111.36,122.14,100.24,64.29,57.59
Long-Term Debt/Capital (%),355.81,619.97,1870.97,1451.40,230.31,332.59,753.95,184.54,81.53,63.44
Long-Term Debt/Total Assets (%),47.13,49.36,42.35,41.68,27.22,37.40,42.10,37.72,30.41,30.96
Total Debt/Equity (%),247.53,206.87,175.06,156.13,119.33,136.05,134.04,112.24,71.71,57.90
Total Debt/Capital (%),403.10,637.07,2096.66,1592.29,352.34,406.33,827.46,206.64,90.94,63.78
Total Debt/Total Assets (%),53.39,50.72,47.45,45.72,41.64,45.70,46.21,42.23,33.92,31.12
CFO/Total Liabilities,7.00,8.00,14.06,15.21,0.16,15.26,14.99,19.98,49.57,50.67
CFO/CapEx,5.48,6.34,8.79,7.99,0.08,6.94,5.72,5.73,14.32,16.71
Altman's Z-Score,0.04,0.52,1.06,1.65,1.58,2.16,2.21,4.28,6.53,5.81
