,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),0,0,0,0,0,0,0,0,0,136.72
Return on Assets (%),-12.04,0.20,1.64,4.41,9.88,-1.46,-0.58,16.15,23.23,14.47
Return on Capital (%),0,10.38,67.39,236.90,147.34,0,0,0,81.19,35.60
Return on Invested Capital (%),0,1.85,5.96,7.93,5.09,0,0,0,29.99,17.85
Gross Margin (%),46.60,49.22,52.96,55.19,52.99,52.73,38.85,58.98,67.39,61.64
EBITDA Margin (%),31.99,33.99,36.04,36.17,30.50,30.71,17.52,39.74,51.31,42.38
Operating Margin (%),11.29,13.32,17.88,19.74,15.82,15.79,3.76,29.78,44.08,33.54
Incremental Operating Margin (%),6.68,144.90,84.11,59.12,-33.30,15.21,-255.22,243.95,73.18,110.73
Pretax Margin (%),-47.87,1.90,6.55,14.66,40.23,-13.01,-2.83,26.53,41.92,32.66
Profit Margin (%),-47.06,0.68,4.87,11.68,24.70,-3.46,-1.19,29.53,33.23,26.77
Net Income to Common Margin (%),-47.06,0.68,4.87,11.68,24.70,-3.46,-1.19,29.53,33.23,26.77
Effective Tax Rate (%),0,64.03,25.73,20.35,38.60,0,0,0,20.81,18.02
Dvd Payout Ratio (%),0,0,0,0,0,0,0,0,0,0
Sustainable Growth Rate (%),0,0,0,0,0,0,0,0,0,136.72
