,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,7232,10667,13557,9665,12169,9137,12484,8093,8763,5158
- Cash & Cash Equivalents,56,85,116,128,176,164,253,3300,1507,947
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,22,0,0,0,0,0,0,0,0,0
+ Total Debt,3128,6184,6398,6399,6308,6492,6802,11806,12447,13622
Enterprise Value,10326,16766,19839,15935,18301,15465,19033,16599,19463,17833
Total Capital,2953,6325,6966,7600,8271,9391,10631,11511,7651,6556
Total Debt/Capital (%),105.92,97.77,91.84,84.19,76.26,69.13,63.98,102.56,162.69,207.78
Total Debt / EV,0.30,0.37,0.32,0.40,0.34,0.42,0.36,0.71,0.64,0.76
EV/Sales,4.02,5.36,4.57,3.27,3.39,2.55,2.95,12.97,30.04,3.68
EV/EBITDA,16.11,20.75,17.21,11.62,11.65,8.66,10.43,0,0,0
EV/EBIT,26.08,33.34,28.24,17.22,17.45,12.69,16.16,0,0,0
EV/Cash Flow to Firm,14.17,21.27,15.72,10.53,9.89,6.60,9.06,0,0,17.67
EV/Free Cash Flow to Firm,6.36,9.11,8.31,6.12,5.68,3.96,5.09,0,54.04,6.38
Diluted Market Cap,7376,9935,13690,9690,12217,9421,12683,6531,7682,5138
Diluted Enterprise Value,10469,16034,19971,15961,18348,15749,19232,15037,18622,17813
EV per Share,50.33,73.65,87.08,70.12,80.08,71.06,89.32,52.59,46.69,42.32
TTM Sales,2570,3126,4345,4874,5396,6055,6462,1280,648,4844
TTM EBITDA,641,808,1153,1371,1570,1786,1825,-1137,-1794,-742
TTM Operating Income,396,503,702,925,1049,1219,1178,-1876,-2552,-1552
TTM Cash Flow to Firm,729,788,1262,1513,1850,2342,2101,-2072,-393,1009
TTM Free Cash Flow to Firm,1624,1840,2387,2605,3222,3908,3738,-1126,360,2793
