,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,547,540,522,514,509,504,504,508,504,495
Diluted Weighted Avg Shares,558,553,536,524,519,511,511,512,513,505
Basic Weighted Avg Shares,549,545,531,519,513,506,506,506,507,499
Revenue per Share,22.33,23.76,24.28,25.45,27.34,29.55,32.91,34.04,39.09,41.52
EBITDA per Share,4.44,4.93,5.35,5.98,6.11,6.43,6.57,7.52,9.98,10.02
Operating Income per Share,3.78,4.22,4.56,5.13,5.18,5.46,5.29,6.06,8.50,8.58
"Basic EPS, GAAP",2.47,2.69,3.01,3.41,2.91,3.26,3.44,3.98,6.20,6.11
Basic EPS from Cont Ops,2.51,2.70,3.08,3.46,2.94,3.30,3.50,4.04,6.26,6.19
"Diluted EPS, GAAP",2.43,2.65,2.98,3.37,2.87,3.23,3.41,3.94,6.13,6.04
Diluted EPS from Cont Ops,2.47,2.66,3.05,3.43,2.91,3.27,3.47,4.00,6.19,6.11
Dividend per Share,0.97,1.07,1.19,1.31,1.44,1.59,1.76,1.86,2.02,2.28
Cash Flow per Share,2.44,3.88,3.56,3.87,3.69,4.80,4.67,6.68,6.93,6.94
Free Cash Flow per Basic Share,1.71,3.20,2.94,3.38,3.10,4.18,3.83,6.00,6.13,6.00
Cash & Equivalents per Share,4.21,3.62,2.63,2.00,2.37,2.12,2.29,4.11,3.48,2.91
Book Value per Share,18.31,20.17,22.73,25.19,26.93,29.59,31.29,33.15,37.63,42.16
Tangible Book Value per Share,1.12,-1.48,-4.45,-6.27,-5.74,-6.85,-18.79,-17.64,-15.70,-16.25
