,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,11918,12118,11074,19719,21563,14895,19759,15856,21540,16259
- Cash & Cash Equivalents,617,653,607,677,671,678,732,1091,913,887
+ Preferred Equity and Hybrid Capital,291,291,290,1665,1025,1450,1900,1900,1900,2500
+ Minority/Non Controlling Interest,17,12,13,0,2,1,0,0,0,0
+ Total Debt,8336,8721,11252,14000,14967,14820,13858,15227,13218,30079
Enterprise Value,2009,2860,5097,11720,14300,8498,11670,-11858,-20629,6402
Total Capital,17267,18314,21494,26300,27445,29084,29484,31135,30928,49452
Total Debt/Capital (%),48.28,47.62,52.35,53.23,54.53,50.96,47.00,48.91,42.74,60.82
Total Debt / EV,4.15,3.05,2.21,1.19,1.05,1.74,1.19,-1.28,-0.64,4.70
EV/Sales,0.51,0.73,1.25,2.46,2.36,1.36,1.89,0,0,0.91
EV/EBITDA,10.41,12.60,20.63,37.33,35.14,22.25,48.42,0,0,46.73
EV/EBIT,0,0,0,0,0,0,0,0,0,0
EV/Cash Flow to Firm,1.48,2.54,5.51,8.60,10.18,5.03,6.53,0,0,1.71
EV/Free Cash Flow to Firm,1.38,2.34,5.10,7.77,9.43,4.75,6.24,0,0,1.66
Diluted Market Cap,12210,12383,11189,17147,21957,15409,20266,15841,22202,16254
Diluted Enterprise Value,20237,20754,22137,32135,37280,31002,35292,31877,36407,47946
EV per Share,2.26,3.33,6.10,10.86,13.38,8.34,11.94,0,0,6.86
TTM Sales,3940,3934,4069,4755,6063,6240,6182,6490,7038,7033
TTM EBITDA,193,227,247,314,407,382,241,111,32,137
TTM Operating Income,0,0,0,0,0,0,0,0,0,0
TTM Cash Flow to Firm,1354,1126,925,1363,1405,1688,1786,1117,915,3744
TTM Free Cash Flow to Firm,1454,1223,1000,1508,1517,1787,1871,1180,981,3852
