,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,6259,8025,10824,12157,14091,16068,17593,20311,27774,33480
+ Sales & Services Revenue,6259,8025,10824,12157,14091,16068,17593,20311,27774,33480
- Cost of Revenue,4854,6269,8536,9503,11043,12398,13721,15373,19899,22976
+ Cost of Goods & Services,4854,6269,8536,9503,11043,12398,13721,15373,19899,22976
Gross Profit,1406,1756,2288,2655,3048,3670,3872,4938,7875,10504
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,766,965,1186,1320,1472,1677,1833,2048,2556,2934
"+ Selling, General & Admin",766,965,1186,1320,1472,1677,1833,2048,2556,2934
+ Research & Development,0,0,0,0,0,0,0,0,0,0
+ Other Operating Expense,0,0,0,0,0,0,0,0,0,0
Operating Income (Loss),640,791,1102,1335,1577,1993,2040,2890,5319,7570
- Non-Operating (Income) Loss,-18,-23,-21,-19,-25,-67,-86,-93,-37,-59
"+ Interest Expense, Net",-3,-10,-12,-13,-14,0,0,0,0,0
+ Interest Expense,5,0,0,0,0,0,0,0,0,0
- Interest Income,9,10,13,14,15,0,0,0,0,0
+ Other Non-Op (Income) Loss,-15,-13,-9,-5,-11,-67,-86,-93,-37,-59
Pretax Income,658,814,1123,1354,1602,2060,2125,2983,5356,7630
- Income Tax Expense (Benefit),195,281,373,467,564,598,507,603,1165,1734
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,463,534,751,886,1038,1462,1619,2381,4191,5896
- Net Extraordinary Losses (Gains),0,0,0,0,0,4,0,14,31,76
+ Discontinued Operations,0,0,0,0,0,0,0,0,0,0
+ Extraord. & Accounting Changes,0,0,0,0,0,4,0,14,31,76
Income (Loss) Incl. MI,463,534,751,886,1038,1458,1618,2367,4160,5819
- Minority Interest,0,0,0,0,0,-2,0,-7,-15,-38
"Net Income, GAAP",463,534,751,886,1038,1460,1619,2374,4176,5858
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",463,534,751,886,1038,1460,1619,2374,4176,5858
Basic Weighted Avg Shares,322,341,366,371,374,377,373,366,361,352
"Basic EPS, GAAP",1.44,1.57,2.05,2.39,2.77,3.88,4.34,6.49,11.56,16.65
Basic EPS from Cont Ops,1.44,1.57,2.05,2.39,2.77,3.88,4.34,6.51,11.61,16.76
Diluted Weighted Avg Shares,365,367,370,375,379,383,377,370,366,355
"Diluted EPS, GAAP",1.27,1.46,2.03,2.36,2.74,3.81,4.29,6.41,11.42,16.51
Diluted EPS from Cont Ops,1.27,1.46,2.03,2.36,2.74,3.81,4.29,6.43,11.46,16.62
EBITDA,662,829,1156,1396,1631,2056,2112,2971,5393,7652
EBITDA Margin (%),10.58,10.33,10.68,11.48,11.58,12.79,12.00,14.63,19.42,22.85
EBITA,640,791,1102,1335,1577,1993,2040,2890,5319,7570
EBIT,640,791,1102,1335,1577,1993,2040,2890,5319,7570
Gross Margin (%),22.46,21.89,21.14,21.84,21.63,22.84,22.01,24.31,28.35,31.37
Operating Margin (%),10.22,9.86,10.18,10.98,11.19,12.40,11.59,14.23,19.15,22.61
Profit Margin (%),7.39,6.65,6.94,7.29,7.37,9.09,9.20,11.69,15.03,17.50
Sales per Employee,1358060,1427664,1737400,1742747,1821719,1904468,1973183,2090480,2356142,2529274
Dividend per Share,0.19,0.14,0.25,0.32,0.40,0.50,0.60,0.70,0.80,0.90
Depreciation Expense,23,38,54,61,55,62,72,80,74,81
