,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,18.05,17.36,32.18,27.66,174.88,19.67,30.05,32.14,19.43,39.57
Price/Earnings Average,15.60,17.69,22.51,29.03,155.34,29.15,25.06,25.59,24.50,39.83
Price/Earnings High,18.69,20.73,32.59,34.89,186.15,35.59,30.49,32.50,30.09,44.91
Price/Earnings Low,10.90,14.19,15.04,20.29,99.93,18.37,20.34,17.73,16.24,32.04
Price/Book Value,4.66,4.33,7.07,5.53,9.76,5.45,5.79,7.32,4.37,4.56
Price/Book Value Average,4.03,4.42,4.95,5.80,8.67,8.07,4.83,5.82,5.51,4.59
Price/Book Value High,4.83,5.17,7.16,6.97,10.39,9.86,5.88,7.40,6.77,5.17
Price/Book Value Low,2.82,3.54,3.30,4.06,5.57,5.09,3.92,4.04,3.65,3.69
Price/Tangible Book Value,-12.95,-41.39,70.47,-10.51,-32.13,44.94,18.43,15.21,7.36,7.29
Price/Tangible Book Value Average,-11.20,-42.20,49.29,-11.03,-28.54,66.60,15.37,12.11,9.28,7.34
Price/Tangible Book Value High,-13.41,-49.45,71.36,-13.26,-34.20,81.32,18.70,15.38,11.40,8.28
Price/Tangible Book Value Low,-7.82,-33.85,32.94,-7.71,-18.36,41.97,12.47,8.39,6.15,5.91
Price/Sales,3.98,3.29,6.15,4.04,6.80,4.75,6.96,8.73,5.96,7.95
Price/Sales Average,3.44,3.35,4.30,4.24,6.04,7.05,5.80,6.95,7.51,8.01
Price/Sales High,4.12,3.93,6.23,5.10,7.24,8.60,7.06,8.83,9.23,9.03
Price/Sales Low,2.40,2.69,2.88,2.97,3.89,4.44,4.71,4.82,4.98,6.44
Price/Cash Flow,14.42,11.22,24.08,12.40,21.57,19.92,24.66,31.35,21.72,26.96
Price/Cash Flow Average,12.47,11.44,16.84,13.01,19.16,29.53,20.57,24.96,27.39,27.15
Price/Cash Flow High,14.93,13.40,24.39,15.64,22.96,36.05,25.03,31.70,33.65,30.61
Price/Cash Flow Low,8.71,9.17,11.26,9.10,12.33,18.61,16.69,17.29,18.15,21.84
Price/Free Cash Flow,13.77,10.50,22.36,11.88,20.48,18.78,23.32,30.58,21.22,26.13
Price/Free Cash Flow Average,11.90,10.71,15.64,12.47,18.19,27.84,19.45,24.34,26.75,26.31
Price/Free Cash Flow High,14.26,12.55,22.65,14.99,21.80,33.99,23.66,30.92,32.86,29.67
Price/Free Cash Flow Low,8.32,8.59,10.45,8.72,11.70,17.54,15.78,16.87,17.73,21.16
EV/Sales,2.79,3.19,6.69,4.32,6.79,4.56,6.49,8.15,5.20,6.86
EV/Sales Average,2.42,3.26,4.83,4.52,6.03,6.85,5.34,6.36,6.76,7.57
EV/Sales High,2.89,3.84,6.77,5.39,7.23,8.41,6.60,8.24,8.48,8.59
EV/Sales Low,1.71,2.59,3.39,3.24,3.86,4.24,4.24,4.21,4.22,6.00
EV/EBITDA,7.57,9.21,17.21,11.15,19.00,11.44,18.39,20.12,12.12,26.01
EV/EBITDA Average,6.59,9.40,12.42,11.67,16.86,17.21,15.11,15.70,15.75,28.69
EV/EBITDA High,7.86,11.07,17.42,13.89,20.23,21.13,18.68,20.36,19.76,32.58
EV/EBITDA Low,4.65,7.47,8.71,8.35,10.80,10.65,12.01,10.40,9.83,22.74
EV/EBIT,9.31,11.90,23.66,20.23,36.40,17.19,24.24,23.29,13.72,30.98
EV/EBIT Average,8.10,12.15,17.07,21.17,32.30,25.85,19.91,18.18,17.83,34.18
EV/EBIT High,9.66,14.31,23.95,25.21,38.76,31.74,24.62,23.57,22.37,38.81
EV/EBIT Low,5.72,9.66,11.97,15.15,20.69,16.00,15.82,12.05,11.13,27.09
Last Price,17.80,20.24,39.43,36.11,63.32,46.80,58.88,91.58,67.49,76.55
High Price,18.43,24.18,39.93,45.55,67.40,84.68,59.75,92.60,104.53,86.90
Low Price,10.75,16.55,18.43,26.49,36.18,43.71,39.85,50.51,56.40,61.99
Enterprise Value,12776,14078,31209,28562,47642,34174,42146,65862,45763,51651
Enterprise Value Average,11111,14373,22514,29897,42282,51397,34631,51406,59475,56984
Enterprise Value High,13252,16932,31585,35599,50733,63092,42814,66652,74619,64700
Enterprise Value Low,7848,11424,15793,21390,27084,31815,27516,34064,37124,45165
