,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,4693,4324,4079,4887,4390,2671,2675,3605,3608,3611
ST Debt,25,0,0,0,0,0,0,0,0,0
LT Debt,4668,4324,4079,4887,4390,2671,2675,3605,3608,3611
Total Debt/EBITDA,2.78,2.83,2.25,1.91,1.75,0.89,1.17,1.10,0.96,1.82
Net Debt/EBITDA,0.17,-0.34,1.24,0.64,-0.13,-0.52,-1.36,-1.54,-1.80,-1.74
Total Debt/EBIT,3.42,3.66,3.09,3.46,3.35,1.34,1.54,1.27,1.08,2.17
Net Debt/EBIT,0.21,-0.44,1.71,1.16,-0.25,-0.78,-1.79,-1.78,-2.04,-2.07
EBITDA to Interest Expense,29.09,7.35,-9.16,-11.97,-15.48,-21.33,25.47,33.07,34.96,18.39
EBITDA-CapEx/Interest Expense,27.81,6.84,-8.60,-11.34,-14.52,-20.39,24.18,32.28,34.22,17.55
EBIT to Interest Expense,23.66,5.69,-6.66,-6.60,-8.08,-14.20,19.32,28.57,30.89,15.44
Interest Expense,58,208,-198,-214,-162,-140,90,99,108,108
Common Equity/Total Assets,19.17,22.88,26.87,27.90,26.26,36.77,39.37,41.94,47.99,48.10
Long-Term Debt/Equity (%),70.49,59.78,50.56,53.59,46.40,23.52,20.89,23.97,20.50,18.77
Long-Term Debt/Capital (%),63.26,56.17,49.90,50.09,47.17,28.94,25.51,27.11,23.08,21.52
Long-Term Debt/Total Assets (%),33.31,29.32,26.76,28.00,23.45,14.98,13.48,15.60,14.40,13.19
Total Debt/Equity (%),70.87,59.78,50.56,53.59,46.40,23.52,20.89,23.97,20.50,18.77
Total Debt/Capital (%),63.60,56.17,49.90,50.09,47.17,28.94,25.51,27.11,23.08,21.52
Total Debt/Total Assets (%),33.49,29.32,26.76,28.00,23.45,14.98,13.48,15.60,14.40,13.19
Net Debt to Equity,4.27,-7.24,27.96,18.01,-3.41,-13.68,-24.36,-33.53,-38.72,-17.92
Net Debt/Capital (%),9.53,-18.39,35.52,25.22,-7.03,-31.06,-66.45,-108.45,-130.81,-35.48
EBITDA,1687,1529,1813,2562,2508,2986,2292,3274,3776,1986
EBITDA-CapEx,1613,1422,1702,2426,2353,2855,2176,3196,3696,1895
Operating Income (Loss),1372,1183,1319,1412,1309,1988,1739,2828,3336,1667
