,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,12526,14612,28961,26920,47965,35728,45265,70904,52578,60032
- Cash & Cash Equivalents,4410,4848,1823,3245,4713,4225,5794,8647,10423,7060
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,4693,4324,4079,4887,4390,2671,2675,3605,3608,3611
Enterprise Value,12776,14078,31209,28562,47642,34174,42146,65862,45763,51651
Total Capital,7379,7698,8175,9756,9306,9229,10488,13296,15633,16782
Total Debt/Capital (%),63.60,56.17,49.90,50.09,47.17,28.94,25.51,27.11,23.08,21.52
Total Debt / EV,0.37,0.31,0.13,0.17,0.09,0.08,0.06,0.05,0.08,0.07
EV/Sales,2.79,3.19,6.69,4.32,6.79,4.56,6.49,8.15,5.20,6.86
EV/EBITDA,7.57,9.21,17.21,11.15,19.00,11.44,18.39,20.12,12.12,26.01
EV/EBIT,9.31,11.90,23.66,20.23,36.40,17.19,24.24,23.29,13.72,30.98
EV/Cash Flow to Firm,9.76,9.58,30.17,14.51,21.91,20.65,22.02,28.20,18.26,22.32
EV/Free Cash Flow to Firm,9.24,8.93,27.25,13.57,20.45,19.14,20.76,27.29,17.70,21.48
Diluted Market Cap,18423,14694,29139,27227,48503,36083,45396,71249,52912,60398
Diluted Enterprise Value,18706,14170,31395,28869,48180,34529,42277,66207,46097,56949
EV per Share,18.16,19.50,42.49,38.31,62.89,44.76,54.82,85.07,58.74,65.86
TTM Sales,4583,4408,4664,6608,7017,7500,6489,8086,8803,7528
TTM EBITDA,1687,1529,1813,2562,2508,2986,2292,3274,3776,1986
TTM Operating Income,1372,1183,1319,1412,1309,1988,1739,2828,3336,1667
TTM Cash Flow to Firm,1308,1469,1034,1968,2175,1655,1914,2335,2506,2314
TTM Free Cash Flow to Firm,1382,1576,1145,2104,2330,1786,2030,2413,2586,2405
