,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Current Assets,24379,22031,31173,28917,21444,17272,15143,16556,18878,20506
"+ Cash, Cash Equivalents & STI",2182,2319,9842,12987,9579,4880,3753,4233,3996,4163
+ Cash & Cash Equivalents,2182,2319,9842,12987,9579,4880,3753,4233,3996,4163
+ ST Investments,0,0,0,0,0,0,0,0,0,0
+ Accounts & Notes Receiv,14571,13339,14986,9832,6451,6659,6529,7180,7911,7623
"+ Accounts Receivable, Net",12628,11397,11456,6909,3073,3263,2957,3386,3979,4101
"+ Notes Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Loans Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Other Receivable, Net",1943,1942,3530,2923,3378,3396,3572,3794,3932,3522
+ Inventories,2078,1884,2198,1774,2315,2447,2387,2674,4511,5161
+ Raw Materials,557,597,680,572,1079,1173,1189,1477,2827,2974
+ Work In Process,0,0,0,0,0,0,0,0,0,0
+ Finished Goods,1521,1287,1518,1202,1236,1274,1198,1197,1684,2187
+ Inventory Adjustments,0,0,0,0,0,0,0,0,0,0
+ Other Inventory,0,0,0,0,0,0,0,0,0,0
+ Other ST Assets,5548,4489,4147,4324,3099,3286,2474,2469,2460,3559
+ Prepaid Expenses,0,0,0,0,0,0,0,0,0,0
+ ST Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ ST Assets Held-for-Sale,0,0,0,0,0,0,0,0,0,0
+ ST Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ Misc ST Assets,0,0,0,0,0,0,0,0,0,0
Total Noncurrent Assets,44396,43040,50097,50762,39962,38221,36660,37459,38821,36617
"+ Property, Plant & Equip, Net",8510,8520,9886,-2473,661,460,207,-349,6497,262
"+ Property, Plant & Equip",17062,16960,21424,9636,6269,6138,6054,5625,12446,5784
- Accumulated Depreciation,8552,8440,11538,12109,5608,5678,5847,5974,5949,5522
+ LT Investments & Receivables,0,0,0,2648,2535,2398,2254,2170,2210,2160
+ LT Investments,0,0,0,2648,2535,2398,2254,2170,2210,2160
+ LT Receivables,0,0,0,0,0,0,0,0,0,0
+ Other LT Assets,35886,34520,40211,50587,36766,35363,34199,35638,30114,34195
+ Total Intangible Assets,28882,28017,29191,25262,18558,18326,19434,19120,19328,18136
+ Goodwill,25945,25960,27261,24178,17516,17537,18306,18017,18306,17403
+ Other Intangible Assets,2937,2057,1930,1084,1042,789,1128,1103,1022,733
+ LT Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ LT Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ Misc LT Assets,7004,6503,11020,25325,18208,17037,14765,16518,10786,16059
Total Assets,68775,65071,81270,79679,61406,55493,51803,54015,57699,57123
+ Payables & Accruals,11239,11000,13404,12025,10790,10604,9978,10162,11949,13710
+ Accounts Payable,4335,4889,5828,5943,6072,6092,5595,5383,7004,8717
+ Accrued Taxes,2336,2050,1998,420,429,378,186,148,169,176
+ Interest & Dividends Payable,0,0,0,0,0,0,0,0,0,0
+ Other Payables & Accruals,4568,4061,5578,5662,4289,4134,4197,4631,4776,4817
+ ST Debt,1058,894,691,3532,3850,2005,4425,3755,3552,4612
+ ST Borrowings,1058,894,691,3532,3850,2005,4425,3755,3552,4612
+ ST Finance Leases,0,0,0,0,0,0,0,188,192,168
+ Other ST Liabilities,8615,7866,8056,6974,4284,4589,4756,4821,5186,4852
+ Deferred Revenue,5528,5129,5154,4610,3128,3177,3234,3430,3408,3451
+ Derivatives & Hedging,0,0,0,0,0,0,0,0,0,0
+ Deferred Tax Liabilities,0,0,0,0,0,0,0,0,0,0
+ Misc ST Liabilities,3087,2737,2902,2364,1156,1412,1522,1391,1778,1401
Total Current Liabilities,20912,19760,22151,22531,18924,17198,19159,18738,20687,23174
+ LT Debt,617,485,15103,12608,10182,10136,9395,12186,9896,7853
+ LT Borrowings,617,485,15103,12608,10182,10136,9395,12186,9896,7853
+ LT Finance Leases,0,0,0,0,0,0,0,898,938,851
+ Other LT Liabilities,8871,7654,10098,13022,8795,6885,6100,6995,7099,6187
+ Accrued Liabilities,4855,3677,4803,3551,2487,2646,2751,2785,2972,3275
+ Pension Liabilities,2602,2606,3432,4230,1413,1434,1772,1856,1496,944
+ Deferred Revenue,0,0,0,0,0,0,0,0,0,0
+ Deferred Tax Liabilities,0,0,0,0,0,0,0,0,0,0
+ Derivatives & Hedging,0,0,0,0,0,0,0,0,0,0
+ Misc LT Liabilities,1414,1371,1863,5241,4895,2805,1577,2354,2631,1968
Total Noncurrent Liabilities,9488,8139,25201,25630,18977,17021,15495,19181,16995,14040
Total Liabilities,30400,27899,47352,48161,37901,34219,34654,37919,37682,37214
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Share Capital & APIC,0,0,0,35265,33599,30356,28457,28363,28483,28312
+ Common Stock,0,0,0,17,16,14,13,13,13,13
+ Additional Paid in Capital,0,0,0,35248,33583,30342,28444,28350,28470,28299
- Treasury Stock,0,0,0,0,0,0,0,0,0,0
+ Retained Earnings,0,0,0,2782,-7238,-5899,-7632,-8375,-5597,-5350
+ Other Equity,-1695,-2248,-5015,-6599,-2895,-3218,-3727,-3939,-2915,-3098
Equity Before Minority Interest,37988,36776,33535,31448,23466,21239,17098,16049,19971,19864
+ Minority/Non Controlling Interest,387,396,383,70,39,35,51,47,46,45
Total Equity,38375,37172,33918,31518,23505,21274,17149,16096,20017,19909
Total Liabilities & Equity,68775,65071,81270,79679,61406,55493,51803,54015,57699,57123
Shares Outstanding,1743,1743,1743,1666,1595,1423,1294,1287,1295,1281
Capital Leases - Total,0,0,0,0,0,0,0,1086,1130,1019
Net Debt,-507,-940,5952,3153,4453,7261,10067,11708,9452,8302
Net Debt to Equity,-1.32,-2.53,17.55,10.00,18.94,34.13,58.70,72.74,47.22,41.70
Tangible Common Equity Ratio,24,25,9,11,12,8,-7,-9,2,5
Current Ratio,1.17,1.11,1.41,1.28,1.13,1.00,0.79,0.88,0.91,0.88
Cash Conversion Cycle,31.18,55.01,47.90,26.05,-5.75,-24.55,-25.04,-13.77,7.95,-1.38
Number of Employees,0,0,240000,195000,66000,60000,61600,59400,60400,60200
