,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,861,936,943,988,1095,1294,1516,1681,1907,2066
+ Sales & Services Revenue,861,936,943,988,1095,1294,1516,1681,1907,2066
- Cost of Revenue,147,153,147,147,150,156,166,225,258,251
+ Cost of Goods & Services,147,153,147,147,150,156,166,225,258,251
Gross Profit,715,783,796,842,945,1138,1350,1456,1649,1815
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,393,435,442,465,554,661,835,960,1135,1222
"+ Selling, General & Admin",219,246,254,270,339,414,521,588,715,773
+ Research & Development,151,165,169,183,203,234,298,355,405,434
+ Other Operating Expense,22,23,19,13,13,14,15,17,15,16
Operating Income (Loss),322,347,354,376,391,477,515,496,513,593
- Non-Operating (Income) Loss,-1,-1,-3,-4,-5,-11,-8,2,-2,17
"+ Interest Expense, Net",-2,-2,-3,-4,-7,-11,-9,6,10,17
+ Interest Expense,1,1,0,0,0,0,3,11,12,23
- Interest Income,3,3,3,4,7,11,13,5,2,6
+ Other Non-Op (Income) Loss,1,2,-1,0,2,1,2,-3,-12,0
Pretax Income,322,348,357,380,396,487,523,494,515,575
- Income Tax Expense (Benefit),77,93,104,115,136,68,71,60,61,52
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,245,255,253,266,259,419,451,434,455,524
- Net Extraordinary Losses (Gains),0,0,0,0,0,0,0,0,0,0
+ Discontinued Operations,0,0,0,0,0,0,0,0,0,0
+ Extraord. & Accounting Changes,0,0,0,0,0,0,0,0,0,0
Income (Loss) Incl. MI,245,255,253,266,259,419,451,434,455,524
- Minority Interest,0,0,0,0,0,0,0,0,0,0
"Net Income, GAAP",245,255,253,266,259,419,451,434,455,524
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",245,255,253,266,259,419,451,434,455,524
Basic Weighted Avg Shares,93,92,90,87,85,84,84,86,87,87
"Basic EPS, GAAP",2.65,2.77,2.82,3.05,3.05,4.99,5.36,5.05,5.22,6.02
Basic EPS from Cont Ops,2.65,2.77,2.82,3.05,3.05,4.99,5.36,5.05,5.22,6.02
Diluted Weighted Avg Shares,95,94,92,89,87,86,86,87,88,87
"Diluted EPS, GAAP",2.58,2.70,2.76,2.99,2.98,4.88,5.25,4.97,5.16,5.99
Diluted EPS from Cont Ops,2.58,2.70,2.76,2.99,2.98,4.88,5.25,4.97,5.16,5.99
EBITDA,403,429,431,446,458,536,594,603,620,707
EBITDA Margin (%),46.74,45.87,45.75,45.10,41.85,41.42,39.19,35.84,32.52,34.24
EBITA,322,406,412,433,445,522,579,586,605,691
EBIT,322,347,354,376,391,477,515,496,513,593
Gross Margin (%),82.97,83.61,84.38,85.14,86.29,87.95,89.03,86.60,86.47,87.87
Operating Margin (%),37.37,37.12,37.52,38.06,35.67,36.84,33.98,29.52,26.92,28.69
Profit Margin (%),28.48,27.21,26.79,26.87,23.67,32.42,29.77,25.81,23.84,25.35
Sales per Employee,331254,346674,336698,353023,377672,380481,369730,350270,373866,368849
Dividend per Share,0,0,0,0,0,0,0,0,0,0
Depreciation Expense,81,23,19,13,13,14,15,17,15,16
