,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Total Current Assets,5652,5422,6959,5324,3494,3186,3079,1538,2260,1233
"+ Cash, Cash Equivalents & STI",4084,3891,6025,4256,2162,2043,2263,951,1891,750
+ Cash & Cash Equivalents,3707,2874,5983,4247,1774,1791,2177,933,1887,750
+ ST Investments,377,1017,42,9,388,252,86,18,4,0
+ Accounts & Notes Receiv,1007,993,556,649,809,708,111,117,120,168
"+ Accounts Receivable, Net",1007,993,556,649,809,708,111,117,120,168
"+ Notes Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Loans Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Other Receivable, Net",0,0,0,0,0,0,0,0,0,0
+ Inventories,14,0,0,0,0,0,0,0,0,0
+ Raw Materials,0,0,0,0,0,0,0,0,0,0
+ Work In Process,0,0,0,0,0,0,0,0,0,0
+ Finished Goods,0,0,0,0,0,0,0,0,0,0
+ Inventory Adjustments,0,0,0,0,0,0,0,0,0,0
+ Other Inventory,14,0,0,0,0,0,0,0,0,0
+ Other ST Assets,547,538,378,419,523,435,705,470,249,315
+ Prepaid Expenses,0,0,0,0,0,0,0,0,0,0
+ ST Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ ST Assets Held-for-Sale,0,0,0,0,0,0,0,0,0,0
+ ST Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ Misc ST Assets,0,0,0,0,0,0,0,0,0,0
Total Noncurrent Assets,7887,7811,4808,12850,12267,12752,4656,4823,4683,14714
"+ Property, Plant & Equip, Net",1116,1205,957,937,778,790,-514,-401,-381,-390
"+ Property, Plant & Equip",2939,2279,1962,2055,1990,2109,326,154,134,119
- Accumulated Depreciation,1823,1074,1005,1118,1212,1319,840,555,515,509
+ LT Investments & Receivables,0,10,157,158,309,216,187,185,178,176
+ LT Investments,0,10,157,158,309,216,187,185,178,176
+ LT Receivables,0,0,0,0,0,0,0,0,0,0
+ Other LT Assets,6771,6596,3694,11755,11180,11746,4983,5039,4886,14928
+ Total Intangible Assets,6626,6475,3591,11631,10962,10700,3652,3983,3896,13314
+ Goodwill,5858,5847,3148,8627,8319,8450,2585,2867,2873,10217
+ Other Intangible Assets,768,628,443,3004,2643,2250,1067,1116,1023,3097
+ LT Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ LT Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ Misc LT Assets,145,121,103,124,218,1046,1331,1056,990,1614
Total Assets,13539,13233,11767,18174,15761,15938,7735,6361,6943,15947
+ Payables & Accruals,282,213,1116,210,168,165,87,52,63,77
+ Accounts Payable,282,213,175,180,168,165,87,52,63,77
+ Accrued Taxes,0,47,941,30,0,246,336,193,196,248
+ Interest & Dividends Payable,0,0,0,0,0,0,0,0,0,0
+ Other Payables & Accruals,0,-47,0,0,0,-246,-336,-193,-196,-248
+ ST Debt,0,350,0,1310,0,491,784,339,1018,259
+ ST Borrowings,0,350,0,1310,0,491,756,313,1000,233
+ ST Finance Leases,0,0,0,0,0,0,28,26,18,26
+ Other ST Liabilities,4024,3890,2917,3102,2985,3110,1751,1745,1984,2513
+ Deferred Revenue,3322,3109,2279,2353,2356,2320,1049,1210,1264,1708
+ Derivatives & Hedging,0,0,0,0,0,0,0,0,0,0
+ Deferred Tax Liabilities,0,0,0,0,0,0,0,0,0,0
+ Misc ST Liabilities,702,781,638,749,629,790,702,535,720,805
Total Current Liabilities,4306,4453,4033,4622,3153,3766,2622,2136,3065,2849
+ LT Debt,2095,1746,2207,6876,5026,3961,3538,3354,2811,9560
+ LT Borrowings,2095,1746,2207,6876,5026,3961,3465,3288,2736,9529
+ LT Finance Leases,0,0,0,0,0,0,73,66,75,31
+ Other LT Liabilities,1341,1099,1851,3189,2526,2473,1565,1371,1160,1338
+ Accrued Liabilities,1006,863,1594,2835,1329,1313,176,192,117,475
+ Pension Liabilities,0,0,0,0,0,0,0,0,0,0
+ Deferred Revenue,0,0,0,0,0,0,0,0,0,0
+ Deferred Tax Liabilities,0,0,0,0,0,0,0,0,0,0
+ Derivatives & Hedging,0,0,0,0,0,0,0,0,0,0
+ Misc LT Liabilities,335,236,257,354,1197,1160,1389,1179,1043,863
Total Noncurrent Liabilities,3436,2845,4058,10065,7552,6434,5103,4725,3971,10898
Total Liabilities,7742,7298,8091,14687,10705,10200,7725,6861,7036,13747
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Share Capital & APIC,6751,6101,4309,4236,4691,4812,3356,2229,1851,2800
+ Common Stock,7,7,4309,4236,4691,4812,3356,2229,1851,2800
+ Additional Paid in Capital,6744,6094,0,0,0,0,0,0,0,0
- Treasury Stock,0,0,0,0,0,0,0,0,0,0
+ Retained Earnings,-1148,-270,-655,-761,328,933,-3330,-2776,-1940,-585
+ Other Equity,194,104,22,12,4,-7,-16,47,-4,-15
Equity Before Minority Interest,5797,5935,3676,3487,5056,5738,10,-500,-93,2200
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
Total Equity,5797,5935,3676,3487,5056,5738,10,-500,-93,2200
Total Liabilities & Equity,13539,13233,11767,18174,15761,15938,7735,6361,6943,15947
Shares Outstanding,695,684,612,608,624,630,589,580,582,640
Capital Leases - Total,0,0,0,0,0,0,101,92,93,57
Net Debt,-1612,-778,-3776,3939,3252,2661,2044,2668,1849,9012
Net Debt to Equity,-27.81,-13.11,-102.72,112.96,64.32,46.38,20440.00,-533.60,-1988.17,409.64
Tangible Common Equity Ratio,-12,-8,1,-124,-123,-95,-89,-189,-131,-422
Current Ratio,1.31,1.22,1.73,1.15,1.11,0.85,1.17,0.72,0.74,0.43
Cash Conversion Cycle,-36.95,-21.01,-36.61,-21.23,-6.63,0.64,-57.00,-53.76,-35.97,-27.63
Number of Employees,20800,19000,11000,13000,11800,11921,3600,2800,2700,3700
