,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Total Debt,2888,2669,2644,2963,8010,7412,11493,6968,6168,5365
ST Debt,681,904,781,738,1918,1942,1758,1585,1288,817
LT Debt,2207,1765,1863,2225,6092,5470,9735,5383,4880,4548
Total Debt/EBITDA,1.34,2.42,2.67,3.73,2.14,1.90,4.35,4.37,2.80,2.91
Net Debt/EBITDA,0.21,0.52,1.48,2.09,1.28,1.16,2.37,1.59,1.04,1.38
Total Debt/EBIT,2.54,21.35,11.86,21.79,4.63,3.94,16.80,-17.73,13.50,18.50
Net Debt/EBIT,0.39,4.57,6.57,12.23,2.77,2.40,9.17,-6.47,5.02,8.77
EBITDA to Interest Expense,14.65,7.45,8.05,6.79,11.70,11.69,6.90,4.42,10.78,9.21
EBITDA-CapEx/Interest Expense,9.97,3.07,2.84,2.62,9.32,10.01,5.38,2.99,8.09,6.93
EBIT to Interest Expense,7.72,0.84,1.81,1.16,5.41,5.63,1.79,-1.09,2.24,1.45
Interest Expense,147,148,123,117,320,334,383,361,204,200
Common Equity/Total Assets,25.68,10.39,2.35,-0.21,3.84,1.63,-19.90,-24.18,-22.08,-29.43
Long-Term Debt/Equity (%),55.96,59.85,92.64,102.72,44.03,46.62,189.80,101.41,90.79,119.06
Long-Term Debt/Capital (%),37.77,46.98,65.76,69.04,63.04,66.58,146.11,272.56,238.75,443.71
Long-Term Debt/Total Assets (%),19.38,17.30,24.01,25.68,17.96,18.54,37.43,24.43,24.23,28.70
Total Debt/Equity (%),73.23,90.51,131.48,136.80,57.89,63.17,224.08,131.27,114.75,140.45
Total Debt/Capital (%),49.42,71.04,93.33,91.93,82.88,90.21,172.49,352.81,301.76,523.41
Total Debt/Total Assets (%),25.36,26.16,34.08,34.20,23.61,25.13,44.19,31.62,30.63,33.86
Net Debt to Equity,11.28,19.36,72.90,76.78,34.70,38.46,122.23,47.93,42.66,66.54
Net Debt/Capital (%),13.08,34.42,88.58,84.85,67.90,84.88,210.09,-256.19,-365.13,-305.16
EBITDA,2153,1102,990,794,3745,3903,2644,1595,2199,1841
EBITDA-CapEx,1465,454,349,307,2982,3345,2059,1080,1650,1386
Operating Income (Loss),1135,125,223,136,1731,1880,684,-393,457,290
