,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Shares Outstanding,146,139,138,283,285,268,254,255,238,215
Diluted Weighted Avg Shares,151,146,141,140,290,281,259,254,255,229
Basic Weighted Avg Shares,148,143,138,140,285,278,259,254,250,229
Revenue per Share,88.03,85.39,51.39,54.18,76.27,74.77,75.71,69.76,65.05,63.02
EBITDA per Share,14.58,7.73,7.16,5.66,13.14,14.06,10.23,6.28,8.80,8.04
Operating Income per Share,7.69,0.88,1.61,0.97,6.08,6.77,2.65,-1.55,1.83,1.27
"Basic EPS, GAAP",4.56,-0.06,1.76,-0.88,6.15,4.53,-20.76,-0.59,2.87,-2.48
Basic EPS from Cont Ops,4.21,0.25,0.47,-0.71,5.43,4.42,-20.72,-0.57,2.94,-2.47
"Diluted EPS, GAAP",4.47,-0.05,1.73,-0.88,6.04,4.47,-20.76,-0.59,2.81,-2.48
Diluted EPS from Cont Ops,4.12,0.25,0.46,-0.71,5.34,4.36,-20.72,-0.57,2.88,-2.47
Dividend per Share,0.81,0.90,3.11,0.56,0.61,0.76,0.83,0.21,0,0
Cash Flow per Share,10.57,10.05,5.80,6.97,10.90,6.42,9.09,0.49,6.00,6.18
Free Cash Flow per Basic Share,5.91,5.51,1.16,3.50,8.22,4.41,6.83,-1.54,3.81,4.19
Cash & Equivalents per Share,16.78,15.12,8.51,4.46,9.09,10.80,14.51,11.66,11.24,8.65
Book Value per Share,20.09,7.64,1.32,-0.06,4.57,1.79,-20.41,-20.93,-18.71,-21.72
Tangible Book Value per Share,8.24,1.45,-2.22,-5.24,-3.37,-6.75,-10.33,2.45,5.81,3.32
