,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Accounts Receivable Turnover,5.93,4.75,3.39,5.95,11.31,4.98,4.07,4.15,4.06,3.96
Days Sales Outstanding,61.58,76.88,107.76,61.39,32.26,73.24,89.59,87.99,89.88,92.26
Inventory Turnover,0,0,0,0,0,0,0,0,0,0
Days Inventory Outstanding,0,0,0,0,0,0,0,0,0,0
Accounts Payable Turnover,24.95,23.37,13.59,14.77,16.97,9.40,9.13,11.21,14.46,13.87
Accounts Payable Turnover Days,14.63,15.62,26.86,24.72,21.51,38.82,39.98,32.55,25.24,26.32
Cash Conversion Cycle,46.95,61.26,80.91,36.68,10.75,34.42,49.61,55.45,64.64,65.94
Inventory to Cash Days,61.58,76.88,107.76,61.39,32.26,73.24,89.59,87.99,89.88,92.26
Inventories,0,0,0,0,0,0,0,0,0,0
Raw Materials,0,0,0,0,0,0,0,0,0,0
Work In Process,0,0,0,0,0,0,0,0,0,0
Finished Goods,0,0,0,0,0,0,0,0,0,0
Other Inventory,0,0,0,0,0,0,0,0,0,0
