,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),11.47,17.75,-12.91,-14.58,-53.67,13.40,5.46,-17.77,12.12,36.47
Return on Assets (%),4.94,8.50,-6.45,-6.75,-21.55,5.06,2.31,-7.60,5.41,19.56
Return on Capital (%),8.38,13.71,0,0,0,9.59,0,0,9.49,25.75
Return on Invested Capital (%),5.74,3.41,0,0,0,4.64,0,0,9.26,20.68
Gross Margin (%),47.37,29.25,-2.46,-11.66,15.92,34.63,26.64,-11.95,40.60,57.88
EBITDA Margin (%),52.63,38.54,12.30,23.39,47.47,59.35,57.87,41.69,63.97,69.63
Operating Margin (%),33.39,12.16,-41.25,-36.02,-6.77,17.99,10.53,-33.10,27.08,46.38
Incremental Operating Margin (%),111.88,96.39,0,0,0,88.82,63.05,0,101.52,102.11
Pretax Margin (%),34.00,12.55,-53.57,-30.64,-10.38,24.18,7.74,-47.30,17.93,50.12
Profit Margin (%),12.09,28.08,-39.91,-53.09,-130.87,18.57,9.48,-46.85,16.89,47.90
Net Income to Common Margin (%),12.09,28.08,-39.91,-53.09,-130.87,18.57,9.48,-46.85,16.89,47.90
Effective Tax Rate (%),67.69,28.80,0,0,0,23.20,0,0,5.78,4.42
Dvd Payout Ratio (%),31.89,56.04,-20.87,-7.57,-20.48,15.42,33.75,-4.41,14.90,6.09
Sustainable Growth Rate (%),7.81,7.81,-15.60,-15.68,-64.67,11.33,3.62,-18.55,10.31,34.25
