,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,6597,6391,7277,7275,5494,5499,5501,5404,4014,5923
ST Debt,203,1068,1,686,0,0,0,0,36,402
LT Debt,6394,5323,7276,6589,5494,5499,5501,5404,3978,5521
Total Debt/EBITDA,0.86,1.53,10.72,7.71,2.65,1.57,1.88,4.19,1.12,1.13
Net Debt/EBITDA,0.83,0.96,8.92,5.07,2.38,1.15,1.58,3.61,0.96,1.06
Total Debt/EBIT,1.36,4.85,-3.19,-5.01,-18.56,5.18,10.32,-5.27,2.65,1.69
Net Debt/EBIT,1.31,3.03,-2.66,-3.30,-16.66,3.80,8.71,-4.55,2.26,1.60
EBITDA to Interest Expense,26.69,15.09,2.05,2.49,5.51,12.51,10.46,4.63,13.94,23.13
EBITDA-CapEx/Interest Expense,10.02,-3.54,-8.42,-0.80,0.27,2.68,1.36,-0.19,9.87,16.74
EBIT to Interest Expense,16.93,4.76,-6.86,-3.83,-0.79,3.79,1.90,-3.67,5.90,15.41
Interest Expense,286,277,332,379,377,280,280,279,257,227
Common Equity/Total Assets,44.65,51.12,48.73,43.77,35.05,40.54,44.11,41.23,48.30,58.17
Long-Term Debt/Equity (%),33.05,25.32,39.22,37.56,46.93,45.34,45.26,51.17,37.23,48.44
Long-Term Debt/Capital (%),28.42,21.46,31.61,31.55,41.59,38.88,38.12,42.20,32.55,31.51
Long-Term Debt/Total Assets (%),17.95,14.78,22.52,21.19,24.96,25.79,27.17,30.10,23.41,27.69
Total Debt/Equity (%),34.10,30.40,39.22,41.47,46.93,45.34,45.26,51.17,37.56,51.97
Total Debt/Capital (%),29.32,25.77,31.61,34.84,41.59,38.88,38.12,42.20,32.84,33.80
Total Debt/Total Assets (%),18.52,17.75,22.52,23.40,24.96,25.79,27.17,30.10,23.62,29.70
Net Debt to Equity,32.74,19.00,32.64,27.28,42.12,33.29,38.20,44.14,32.14,49.04
Net Debt/Capital (%),28.48,17.83,27.78,26.01,38.99,31.84,34.21,38.64,29.50,32.51
EBITDA,7632,4180,679,943,2076,3503,2930,1291,3583,5250
EBITDA-CapEx,2866,-980,-2797,-302,102,750,380,-52,2537,3800
Operating Income (Loss),4842,1319,-2278,-1452,-296,1062,533,-1025,1517,3497
