,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,24534,19184,8381,14662,14391,11532,10682,5365,12148,17135
- Cash & Cash Equivalents,264,2398,1221,2490,563,1462,858,742,580,334
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,6597,6391,7277,7275,5494,5499,5501,5404,4014,5923
Enterprise Value,30867,23177,14437,19447,19322,15569,15325,10027,15582,22724
Total Capital,22502,24799,23021,20884,13210,14142,14431,12807,12222,17523
Total Debt/Capital (%),29.32,25.77,31.61,34.84,41.59,38.88,38.12,42.20,32.84,33.80
Total Debt / EV,0.21,0.28,0.50,0.37,0.28,0.35,0.36,0.54,0.26,0.26
EV/Sales,2.13,2.14,2.61,4.82,4.42,2.64,3.03,3.24,2.78,3.01
EV/EBITDA,4.04,5.54,21.26,20.62,9.31,4.44,5.23,7.77,4.35,4.33
EV/EBIT,6.37,17.57,0,0,0,14.66,28.75,0,10.27,6.50
EV/Cash Flow to Firm,5.76,4.08,7.97,11.24,6.86,4.51,4.96,5.73,4.48,4.03
EV/Free Cash Flow to Firm,3.05,2.14,2.73,6.54,4.03,2.51,2.72,3.24,3.44,3.20
Diluted Market Cap,24957,19411,8381,14662,14391,11926,10870,5386,12884,18597
Diluted Enterprise Value,31290,23404,14437,19447,19322,15963,15513,10048,16318,24186
EV per Share,44.29,34.34,21.33,22.96,22.73,19.01,19.25,12.71,20.97,35.90
TTM Sales,14501,10846,5522,4031,4373,5902,5063,3097,5601,7540
TTM EBITDA,7632,4180,679,943,2076,3503,2930,1291,3583,5250
TTM Operating Income,4842,1319,-2278,-1452,-296,1062,533,-1025,1517,3497
TTM Cash Flow to Firm,5362,5684,1812,1730,2818,3449,3092,1749,3481,5645
TTM Free Cash Flow to Firm,10128,10844,5288,2975,4792,6202,5642,3092,4527,7095
