,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.06,0.55,0.71,1.11,0.29,0.80,0.49,0.61,0.35,0.14
Current Ratio,0.69,1.05,1.50,1.64,1.30,1.59,1.22,1.33,1.11,0.72
Quick Ratio,0.55,0.94,1.23,1.50,1.22,1.39,1.13,1.23,1.05,0.64
CFO/Avg Current Liab,1.12,1.26,0.51,0.54,1.01,1.70,1.54,1.00,2.27,2.75
Common Equity/Total Assets,44.65,51.12,48.73,43.77,35.05,40.54,44.11,41.23,48.30,58.17
Long-Term Debt/Equity (%),33.05,25.32,39.22,37.56,46.93,45.34,45.26,51.17,37.23,48.44
Long-Term Debt/Capital (%),28.42,21.46,31.61,31.55,41.59,38.88,38.12,42.20,32.55,31.51
Long-Term Debt/Total Assets (%),17.95,14.78,22.52,21.19,24.96,25.79,27.17,30.10,23.41,27.69
Total Debt/Equity (%),34.10,30.40,39.22,41.47,46.93,45.34,45.26,51.17,37.56,51.97
Total Debt/Capital (%),29.32,25.77,31.61,34.84,41.59,38.88,38.12,42.20,32.84,33.80
Total Debt/Total Assets (%),18.52,17.75,22.52,23.40,24.96,25.79,27.17,30.10,23.62,29.70
CFO/Total Liabilities,32.38,36.60,11.38,7.92,20.66,35.18,33.97,19.92,51.35,63.54
CFO/CapEx,1.11,1.06,0.45,0.86,1.08,1.17,1.08,1.10,3.10,3.74
Altman's Z-Score,2.33,1.90,0.99,1.25,1.46,1.77,1.71,0.95,2.39,2.87
