,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,725,776,792,935,967,1005,1170,1211,1207,1612
Diluted Weighted Avg Shares,754,768,783,835,1039,1064,1120,1207,1229,1571
Basic Weighted Avg Shares,754,768,783,835,952,982,1091,1184,1213,1561
Revenue per Share,7.03,7.17,5.10,5.12,5.60,6.59,6.17,8.25,13.55,15.12
EBITDA per Share,0.43,0.46,-0.24,-0.30,0.37,0.63,0.81,1.46,3.39,3.54
Operating Income per Share,0.11,0.19,-0.45,-0.46,0.21,0.46,0.58,1.16,3.01,0.81
"Basic EPS, GAAP",-0.11,-0.52,-0.84,-0.60,0.05,0.34,0.31,2.10,2.61,0.85
Basic EPS from Cont Ops,-0.11,-0.52,-0.84,-0.60,0.05,0.34,0.31,2.10,2.61,0.85
"Diluted EPS, GAAP",-0.11,-0.52,-0.84,-0.60,0.04,0.32,0.30,2.06,2.57,0.84
Diluted EPS from Cont Ops,-0.11,-0.52,-0.84,-0.60,0.04,0.32,0.30,2.06,2.57,0.84
Dividend per Share,0,0,0,0,0,0,0,0,0,0
Cash Flow per Share,-0.20,-0.13,-0.30,0.11,0.07,0.03,0.45,0.90,2.90,2.28
Free Cash Flow per Basic Share,-0.31,-0.25,-0.43,0.02,-0.05,-0.13,0.25,0.66,2.65,2.00
Cash & Equivalents per Share,1.51,1.34,0.99,1.35,1.23,1.15,1.28,1.89,2.99,3.63
Book Value per Share,-8.60,-8.55,-9.21,-8.34,-8.02,-7.39,-6.05,-3.79,-1.19,-0.07
Tangible Book Value per Share,-0.12,-0.26,-0.87,0.14,0.33,0.97,2.17,4.58,5.97,4.00
