,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),0,0,0,0,0,0,0,0,0,0
Return on Assets (%),-1.99,-9.95,-19.20,-15.46,1.25,8.33,6.44,33.22,29.58,3.30
Return on Capital (%),0,0,0,0,-2.11,0,-6.82,0,-131.87,0
Return on Invested Capital (%),0,0,0,0,7.67,0,19.06,0,43.20,0
Gross Margin (%),37.33,33.40,27.06,23.36,34.21,37.79,42.61,44.53,48.25,44.93
EBITDA Margin (%),6.06,6.39,-4.64,-5.83,6.53,9.59,13.21,17.65,25.02,23.41
Operating Margin (%),1.60,2.71,-8.82,-8.94,3.83,6.97,9.37,14.02,22.20,5.36
Incremental Operating Margin (%),-846.34,30.92,0,0,55.44,21.55,70.31,24.34,34.16,-33.26
Pretax Margin (%),-1.40,-7.23,-16.19,-10.49,1.29,5.10,5.53,13.06,22.33,5.02
Profit Margin (%),-1.57,-7.32,-16.54,-11.63,0.81,5.20,5.07,25.50,19.24,5.59
Net Income to Common Margin (%),-1.57,-7.32,-16.54,-11.63,0.81,5.20,5.07,25.50,19.24,5.59
Effective Tax Rate (%),0,0,0,0,27.54,0,8.33,0,13.98,0
Dvd Payout Ratio (%),0,0,0,0,0,0,0,0,0,0
Sustainable Growth Rate (%),0,0,0,0,0,0,0,0,0,0
