,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,7.25,6.67,5.91,10.12,14.99,7.92,4.35,4.97,6.89,6.91
Days Sales Outstanding,50.35,54.69,61.78,36.06,24.35,46.08,83.89,73.37,52.99,52.83
Inventory Turnover,4.59,4.67,4.27,4.58,4.71,5.09,4.23,4.55,5.07,4.54
Days Inventory Outstanding,79.46,78.09,85.45,79.66,77.56,71.77,86.31,80.23,71.97,80.40
Accounts Payable Turnover,9.14,7.38,8.30,9.31,8.48,9.07,5.28,8.01,10.13,7.77
Accounts Payable Turnover Days,39.93,49.47,43.99,39.20,43.04,40.26,69.17,45.55,36.03,46.99
Cash Conversion Cycle,89.89,83.31,103.24,76.51,58.87,77.59,101.03,108.05,88.93,86.24
Inventory to Cash Days,-29.11,-23.40,-23.67,-43.60,-53.21,-25.68,-2.42,-6.86,-18.98,-27.57
Inventories,884,685,678,751,739,845,982,1399,1955,3771
Raw Materials,30,40,16,11,34,134,94,93,82,231
Work In Process,727,431,482,564,468,354,691,1139,1676,2648
Finished Goods,127,214,180,176,237,357,197,167,197,892
Other Inventory,0,0,0,0,0,0,0,0,0,0
