,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,2791,2041,2360,10603,9941,17909,53258,111763,175196,104409
- Cash & Cash Equivalents,869,805,785,1264,1185,1078,1466,1595,2535,4835
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,2058,2212,2262,1435,1395,1250,728,531,661,2863
Enterprise Value,3752,3213,3837,10774,10151,18003,52483,110004,172249,101417
Total Capital,-4178,-4426,-5036,-6359,-6356,-6176,-6355,-4062,-778,2748
Total Debt/Capital (%),-49.26,-49.98,-44.92,-22.57,-21.95,-20.24,-11.46,-13.07,-84.96,104.18
Total Debt / EV,0.55,0.69,0.59,0.13,0.14,0.07,0.01,0.00,0.00,0.03
EV/Sales,0.71,0.58,0.96,2.52,1.90,2.78,7.80,11.27,10.48,4.30
EV/EBITDA,11.69,9.13,0,0,29.17,28.99,59.04,63.84,41.90,18.35
EV/EBIT,44.14,21.56,0,0,49.76,39.92,83.17,80.35,47.22,80.24
EV/Cash Flow to Firm,74.26,39.56,0,41.51,63.72,113.73,90.62,94.62,48.52,27.69
EV/Free Cash Flow to Firm,27.89,18.23,170.79,32.01,37.28,56.03,65.92,75.52,44.73,24.66
Diluted Market Cap,2903,2020,2333,9469,10681,18960,50982,111394,178389,101754
Diluted Enterprise Value,4092,3427,3810,9640,10891,19132,50244,110330,176515,99782
EV per Share,5.18,4.14,4.84,11.52,10.50,17.91,44.86,90.84,142.71,62.91
TTM Sales,5299,5506,3991,4272,5329,6475,6731,9763,16434,23601
TTM EBITDA,321,352,-185,-249,348,621,889,1723,4111,5526
TTM Operating Income,85,149,-352,-382,204,451,631,1369,3648,1264
TTM Cash Flow to Firm,51,81,-74,260,159,158,579,1163,3550,3662
TTM Free Cash Flow to Firm,135,176,22,337,272,321,796,1457,3851,4112
