,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,122270,129798,166079,193743,241634,331616,380717,422902,485781,380392
- Cash & Cash Equivalents,2186,1971,3518,5619,9874,8162,7838,16289,16487,15689
+ Preferred Equity and Hybrid Capital,0,0,0,5717,5526,5470,5462,5086,3080,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,0,0,0,15882,18367,16630,16729,24070,20977,22450
Enterprise Value,118015,125848,160064,206404,252089,342007,390834,432017,491326,384320
Total Capital,7974,9131,11843,32061,33401,33418,35693,43244,61343,60435
Total Debt/Capital (%),0,0,0,49.54,54.99,49.76,46.87,55.66,34.20,37.15
Total Debt / EV,0,0,0,0.08,0.07,0.05,0.04,0.06,0.04,0.06
EV/Sales,10.02,9.91,11.53,13.69,13.73,16.60,17.01,19.78,20.38,13.11
EV/EBITDA,15.45,14.66,16.72,20.11,19.82,24.13,24.34,29.07,29.58,18.71
EV/EBIT,16.30,15.44,17.63,21.14,20.73,25.22,25.38,30.66,31.08,19.53
EV/Cash Flow to Firm,39.05,17.48,24.32,35.02,26.45,25.90,29.57,39.83,31.45,19.92
EV/Free Cash Flow to Firm,33.79,16.23,22.88,32.17,24.62,24.56,27.97,37.30,30.10,18.97
Diluted Market Cap,126641,133097,168378,197755,252050,349560,395328,443355,495976,384608
Diluted Enterprise Value,124455,131126,164860,213735,266069,363498,409681,456222,503546,391369
EV per Share,46.58,51.13,66.05,87.27,109.79,154.79,178.62,203.74,229.27,181.92
TTM Sales,11778,12702,13880,15082,18358,20609,22977,21846,24105,29310
TTM EBITDA,7639,8585,9572,10264,12719,14174,16057,14859,16611,20542
TTM Operating Income,7242,8150,9078,9762,12163,13561,15401,14092,15807,19681
TTM Cash Flow to Firm,3022,7199,6582,5893,9531,13205,13217,10847,15620,19293
TTM Free Cash Flow to Firm,3493,7752,6996,6416,10238,13923,13973,11583,16325,20263
