,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,5245,5237,5220,3935,3969,4012,15967,26772,28395,29679
ST Debt,3009,2009,3225,0,0,0,1199,1694,2189,2477
LT Debt,2236,3228,1995,3935,3969,4012,14768,25078,26206,27202
Total Debt/EBITDA,0.29,0.24,0.21,0.13,0.11,0.10,0.33,0.49,0.31,0.33
Net Debt/EBITDA,-0.76,-0.61,-0.46,-0.30,-0.19,-0.31,-0.29,-0.23,-0.07,-0.08
Total Debt/EBIT,0.38,0.32,0.27,0.17,0.14,0.13,0.44,0.65,0.36,0.40
Net Debt/EBIT,-0.98,-0.79,-0.59,-0.38,-0.23,-0.40,-0.39,-0.30,-0.08,-0.10
EBITDA to Interest Expense,215.72,212.62,234.84,240.81,328.41,354.62,477.09,406.82,263.45,254.26
EBITDA-CapEx/Interest Expense,109.63,55.72,137.23,150.50,204.83,121.03,216.46,241.78,192.24,166.06
EBIT to Interest Expense,168.27,163.33,186.15,191.26,264.97,275.37,359.28,305.36,227.50,209.64
Interest Expense,83,101,104,124,109,114,100,135,346,357
Common Equity/Total Assets,78.60,79.67,82.87,84.44,77.80,77.29,73.46,69.43,70.49,72.21
Long-Term Debt/Equity (%),2.56,3.09,1.66,2.83,2.60,2.26,7.33,11.27,10.41,10.62
Long-Term Debt/Capital (%),2.42,2.94,1.57,2.71,2.52,2.18,6.75,10.08,9.30,9.27
Long-Term Debt/Total Assets (%),2.02,2.46,1.35,2.35,2.01,1.72,5.35,7.85,7.29,7.45
Total Debt/Equity (%),6.01,5.01,4.34,2.83,2.60,2.26,7.93,12.03,11.28,11.59
Total Debt/Capital (%),5.67,4.77,4.10,2.71,2.52,2.18,7.30,10.77,10.08,10.11
Total Debt/Total Assets (%),4.73,3.99,3.54,2.35,2.01,1.72,5.79,8.38,7.90,8.13
Net Debt to Equity,-15.64,-12.55,-9.41,-6.46,-4.42,-7.14,-6.92,-5.63,-2.44,-2.80
Net Debt/Capital (%),-18.57,-14.35,-10.22,-6.78,-4.60,-7.59,-6.97,-5.64,-2.35,-2.64
EBITDA,17905,21475,24423,29860,35797,40427,47709,54921,91155,90770
EBITDA-CapEx,9099,5628,14272,18662,22326,13797,21646,32640,66515,59285
Operating Income (Loss),13966,16496,19360,23716,28882,31392,35928,41224,78714,74842
