,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,8944,7000,5443,7577,10115,8014,10416,16636,21954,12483
- Cash & Cash Equivalents,147,148,116,216,359,173,189,238,326,271
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,13,12,1,0,0,0,1,2,0,0
+ Total Debt,758,738,730,620,914,1969,1957,1656,1415,1625
Enterprise Value,9568,7602,6057,7869,10492,9810,12185,18056,23043,13837
Total Capital,2959,3169,3117,1797,1950,3238,3562,3552,3585,3855
Total Debt/Capital (%),25.63,23.30,23.41,34.49,46.87,60.80,54.95,46.64,39.45,42.15
Total Debt / EV,0.08,0.10,0.12,0.08,0.09,0.20,0.16,0.09,0.06,0.12
EV/Sales,4.18,3.17,2.64,3.33,3.95,3.16,3.73,5.74,6.30,3.76
EV/EBITDA,21.39,16.74,16.60,20.69,24.05,18.03,19.98,28.08,30.67,19.41
EV/EBIT,37.13,28.95,36.53,40.86,41.49,29.83,30.26,40.52,40.33,25.57
EV/Cash Flow to Firm,22.26,18.01,16.14,18.45,24.77,17.48,17.21,24.12,28.57,30.93
EV/Free Cash Flow to Firm,19.11,15.94,14.45,17.38,22.45,15.60,15.68,22.41,27.02,28.21
Diluted Market Cap,9030,7143,5612,7655,10432,8094,10541,16735,22251,12650
Diluted Enterprise Value,9654,7745,6227,8059,10988,9890,12310,18155,23340,14004
EV per Share,36.98,29.33,24.16,31.31,42.15,39.10,48.76,71.99,91.84,56.04
TTM Sales,2288,2396,2290,2362,2654,3108,3264,3148,3659,3676
TTM EBITDA,447,454,365,380,436,544,610,643,751,713
TTM Operating Income,258,263,166,193,253,329,403,446,571,541
TTM Cash Flow to Firm,430,422,375,426,424,561,708,749,807,447
TTM Free Cash Flow to Firm,501,477,419,453,467,629,777,806,853,491
