,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,171,175,173,162,172,174,176,267,283,280
Diluted Weighted Avg Shares,187,191,191,173,184,205,207,256,305,295
Basic Weighted Avg Shares,180,180,179,173,173,180,182,223,275,283
Revenue per Share,16.78,17.30,18.05,18.17,19.13,23.69,26.17,10.70,10.85,11.29
EBITDA per Share,3.02,2.77,2.21,2.28,1.76,4.16,4.21,3.56,3.35,3.27
Operating Income per Share,2.37,2.11,1.08,1.41,1.09,3.14,3.22,3.34,3.10,3.12
"Basic EPS, GAAP",1.59,2.31,0.67,-0.24,1.76,3.48,2.37,0.73,1.01,1.28
Basic EPS from Cont Ops,1.56,1.30,0.63,-0.09,2.07,4.21,2.99,2.63,1.00,1.28
"Diluted EPS, GAAP",1.53,2.17,0.63,-0.24,1.66,3.05,2.08,0.63,0.91,1.23
Diluted EPS from Cont Ops,1.51,1.23,0.60,-0.09,1.94,3.69,2.63,2.30,0.91,1.23
Dividend per Share,0.44,0.54,0.63,0,0,0.58,0,0,0,0
Cash Flow per Share,2.28,2.36,1.95,1.69,2.41,5.49,5.16,3.59,3.32,1.86
Free Cash Flow per Basic Share,1.84,2.04,1.61,1.24,1.97,5.32,4.95,3.40,3.03,1.69
Cash & Equivalents per Share,6.48,6.58,8.81,8.73,9.53,12.96,17.94,2.76,2.92,2.08
Book Value per Share,-0.19,1.86,1.92,1.79,3.47,7.23,9.60,-31.50,-28.73,-27.83
Tangible Book Value per Share,-2.04,-1.22,-2.55,-1.45,-1.36,1.49,2.90,-10.90,-11.92,-10.96
