,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,20623,21050,22593,25971,34082,34329,32059,26334,26680,30855
ST Debt,96,0,523,754,3075,1939,3959,0,0,0
LT Debt,20527,21050,22070,25217,31007,32390,28100,26334,26680,30855
Total Debt/EBITDA,14.85,16.29,15.51,17.29,23.12,25.64,24.38,16.16,14.29,18.86
Net Debt/EBITDA,-90.35,-79.02,-77.07,-34.61,-50.74,-40.08,-62.83,-85.27,-50.70,-50.73
Total Debt/EBIT,0,0,0,0,0,0,0,0,0,0
Net Debt/EBIT,0,0,0,0,0,0,0,0,0,0
EBITDA to Interest Expense,-4.05,-3.65,-4.86,-3.44,-1.37,-0.47,-0.30,-1.44,-8.22,-0.45
EBITDA-CapEx/Interest Expense,-2.27,-1.42,-2.85,-1.55,-0.26,-0.08,-0.02,-0.36,-2.87,-0.08
EBIT to Interest Expense,0,0,0,0,0,0,0,0,0,0
Interest Expense,-343,-354,-300,-437,-1074,-2821,-4360,-1132,-227,-3614
Common Equity/Total Assets,4.27,4.75,5.08,6.79,6.90,7.90,8.36,7.29,8.25,9.33
Long-Term Debt/Equity (%),53.27,53.56,56.63,63.71,74.28,79.26,67.34,57.10,61.49,75.53
Long-Term Debt/Capital (%),52.38,49.92,47.91,47.65,48.62,48.51,41.47,40.24,38.92,41.87
Long-Term Debt/Total Assets (%),5.48,5.46,5.60,7.56,8.34,8.93,7.37,5.61,6.00,7.60
Total Debt/Equity (%),53.52,53.56,57.97,65.62,81.64,84.00,76.83,57.10,61.49,75.53
Total Debt/Capital (%),52.63,49.92,49.04,49.08,53.45,51.42,47.32,40.24,38.92,41.87
Total Debt/Total Assets (%),5.51,5.46,5.74,7.79,9.17,9.46,8.40,5.61,6.00,7.60
Net Debt to Equity,-325.68,-259.78,-288.12,-131.32,-179.15,-131.33,-198.01,-301.37,-218.15,-203.18
Net Debt/Capital (%),117.36,126.08,126.43,207.64,165.82,252.77,176.06,139.16,179.34,206.63
EBITDA,1389,1292,1457,1502,1474,1339,1315,1630,1867,1636
EBITDA-CapEx,780,501,856,677,277,231,105,408,652,290
Operating Income (Loss),0,0,0,0,0,0,0,0,0,0
