,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,662,689,1240,1303,31,36,79,50,47,45
ST Debt,0,86,620,651,7,19,28,15,13,11
LT Debt,662,603,620,651,24,17,51,35,34,33
Total Debt/EBITDA,50.48,18.82,12.98,5.90,-0.17,0.17,0.17,-0.26,0.07,0.07
Net Debt/EBITDA,14.51,6.47,7.52,2.95,4.72,-5.45,-3.77,8.03,-3.13,-4.48
Total Debt/EBIT,-41.09,-143.45,24.48,8.02,-0.13,0.23,0.19,-0.21,0.08,0.08
Net Debt/EBIT,-11.81,-49.30,14.18,4.01,3.68,-7.38,-4.26,6.30,-3.43,-4.99
EBITDA to Interest Expense,0.34,0.78,2.09,5.70,-26.65,136.34,256.72,-86.70,345.05,247.35
EBITDA-CapEx/Interest Expense,0.23,0.19,1.52,2.60,-42.74,88.71,214.64,-172.89,250.19,218.16
EBIT to Interest Expense,-0.42,-0.10,1.11,4.19,-34.21,100.71,227.33,-110.53,314.74,221.90
Interest Expense,39,47,46,39,7,2,2,2,2,3
Common Equity/Total Assets,-275.88,-215.08,-176.57,-102.20,-86.42,-70.96,-41.75,-48.48,-15.76,-7.48
Long-Term Debt/Equity (%),0,0,362.18,155.31,1.47,0.91,1.96,1.33,0.91,0.76
Long-Term Debt/Capital (%),-61.52,-55.05,-115.00,-175.31,-1.23,-0.95,-3.77,-2.08,-4.69,-8.48
Long-Term Debt/Total Assets (%),105.08,72.70,61.53,39.76,1.04,0.66,1.48,0.98,0.69,0.57
Total Debt/Equity (%),-342.59,-844.22,724.36,310.62,1.93,1.88,3.05,1.91,1.26,1.02
Total Debt/Capital (%),-61.52,-62.86,-230.01,-350.62,-1.60,-1.96,-5.86,-2.97,-6.50,-11.38
Total Debt/Total Assets (%),105.08,83.02,123.06,79.52,1.36,1.37,2.31,1.40,0.96,0.76
Net Debt to Equity,-98.46,-290.12,419.71,155.11,-53.24,-59.53,-69.12,-57.94,-54.57,-67.54
Net Debt/Capital (%),-12.29,-15.29,-67.74,-63.54,30.38,38.15,56.41,47.44,73.81,88.27
EBITDA,13,37,96,221,-184,210,476,-188,658,659
EBITDA-CapEx,9,9,70,101,-295,137,398,-376,477,582
Operating Income (Loss),-16,-5,51,162,-236,155,422,-240,601,592
