,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.14,0.11,0.06,0.39,1.48,1.27,1.33,2.63,2.07,0.95
Current Ratio,1.07,1.11,0.80,1.32,2.36,2.17,2.54,3.59,2.99,1.81
Quick Ratio,0.81,0.84,0.60,0.84,2.15,1.95,2.28,3.36,2.79,1.62
CFO/Avg Current Liab,0.53,0.71,0.74,0.77,0.54,1.05,1.43,1.54,1.28,1.03
Common Equity/Total Assets,55.44,57.61,62.10,59.49,70.91,71.22,75.95,60.10,59.30,61.67
Long-Term Debt/Equity (%),70.24,64.14,53.50,54.20,33.40,29.99,28.34,59.71,50.75,51.71
Long-Term Debt/Capital (%),30.97,29.21,23.45,24.33,19.83,18.84,17.88,31.76,29.65,28.37
Long-Term Debt/Total Assets (%),28.33,27.14,22.65,21.69,18.42,17.48,17.04,29.52,26.62,26.06
Total Debt/Equity (%),87.15,81.35,79.65,72.24,38.91,34.11,29.21,63.55,54.21,55.79
Total Debt/Capital (%),38.43,37.04,34.91,32.43,23.10,21.43,18.43,33.80,31.67,30.61
Total Debt/Total Assets (%),35.15,34.41,33.71,28.90,21.46,19.88,17.56,31.42,28.43,28.11
CFO/Total Liabilities,14.72,21.32,24.24,24.60,18.93,31.77,39.31,25.65,26.17,23.94
CFO/CapEx,1.03,1.30,1.51,2.93,1.51,1.62,1.49,1.30,1.36,1.10
Altman's Z-Score,3.06,3.44,3.40,3.39,4.47,4.84,6.08,4.93,4.53,4.10
