,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,211,214,215,217,218,220,220,221,221,222
Diluted Weighted Avg Shares,212,215,217,218,220,221,222,222,223,223
Basic Weighted Avg Shares,210,213,215,216,218,219,220,221,222,222
Revenue per Share,48.55,49.08,46.04,34.68,37.56,40.72,40.49,40.04,46.58,57.20
EBITDA per Share,11.75,12.26,13.18,11.38,12.10,13.39,14.76,15.47,16.20,16.90
Operating Income per Share,7.42,7.76,8.82,7.43,8.13,8.96,9.85,10.12,10.23,10.87
"Basic EPS, GAAP",4.74,4.66,5.95,2.92,13.76,6.83,7.99,8.53,9.47,10.16
Basic EPS from Cont Ops,4.97,4.65,6.13,5.18,5.30,6.80,8.21,8.79,9.23,10.15
"Diluted EPS, GAAP",4.68,4.61,5.88,2.89,13.65,6.78,7.94,8.49,9.43,10.14
Diluted EPS from Cont Ops,4.91,4.59,6.06,5.14,5.26,6.75,8.17,8.75,9.19,10.13
Dividend per Share,2.70,2.95,3.15,3.33,3.61,4.09,4.51,4.99,5.67,6.23
Cash Flow per Share,7.47,10.28,11.34,12.30,7.19,11.59,13.48,14.76,15.08,14.55
Free Cash Flow per Basic Share,0.21,2.36,3.83,8.10,2.42,4.44,4.45,3.42,3.96,1.37
Cash & Equivalents per Share,2.13,1.58,0.96,5.95,16.84,13.56,10.96,28.77,26.20,14.88
Book Value per Share,46.86,47.97,50.29,49.34,59.98,62.22,65.28,68.43,71.94,75.59
Tangible Book Value per Share,22.86,26.54,26.66,27.51,41.66,45.32,46.15,50.29,57.62,56.49
