,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,69,67,62,59,56,56,54,53,51,50
Diluted Weighted Avg Shares,71,69,66,61,58,57,55,54,52,51
Basic Weighted Avg Shares,69,68,65,60,58,56,55,54,52,51
Revenue per Share,135.88,145.83,153.07,167.75,180.75,199.86,209.98,220.50,250.91,299.17
EBITDA per Share,21.27,22.76,23.46,22.64,22.76,25.20,27.26,22.45,33.37,47.78
Operating Income per Share,18.67,19.71,19.96,18.53,18.18,20.63,23.07,19.05,29.81,43.52
"Basic EPS, GAAP",11.48,11.73,11.80,10.03,10.16,13.93,15.52,12.99,20.10,30.39
Basic EPS from Cont Ops,11.63,11.89,12.05,10.47,10.79,14.66,16.36,14.11,21.46,31.69
"Diluted EPS, GAAP",11.29,11.58,11.69,9.96,10.10,13.83,15.46,12.94,19.98,30.27
Diluted EPS from Cont Ops,11.45,11.74,11.94,10.40,10.73,14.56,16.30,14.06,21.34,31.57
Dividend per Share,3.68,4.26,4.70,5.01,5.28,5.63,6.00,6.32,6.88,7.27
Cash Flow per Share,14.20,14.05,15.53,16.60,18.32,18.83,19.05,20.99,18.05,26.19
Free Cash Flow per Basic Share,10.28,8.38,9.79,11.89,14.21,14.57,15.01,17.31,13.14,21.16
Cash & Equivalents per Share,6.25,3.36,3.87,4.66,5.80,9.63,6.71,11.14,4.71,6.47
Book Value per Share,85.36,94.77,110.54,121.90,132.44,141.85,157.58,168.19,186.55,214.00
Tangible Book Value per Share,40.69,41.20,28.54,13.48,12.69,21.64,24.72,28.06,30.03,42.42
