,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,543,485,1939,2247,2342,2220,2215,2397,2762,2705
ST Debt,96,80,600,406,94,130,301,8,66,103
LT Debt,446,405,1339,1841,2248,2090,1914,2389,2696,2602
Total Debt/EBITDA,0.37,0.31,1.27,1.64,1.78,1.57,1.49,2.00,1.59,1.11
Net Debt/EBITDA,0.08,0.17,1.11,1.44,1.54,1.19,1.24,1.51,1.22,0.82
Total Debt/EBIT,0.42,0.36,1.49,2.01,2.23,1.92,1.76,2.35,1.79,1.22
Net Debt/EBIT,0.09,0.19,1.31,1.76,1.92,1.45,1.47,1.78,1.37,0.90
EBITDA to Interest Expense,111.72,154.11,45.52,20.63,16.32,16.08,18.87,12.91,19.91,26.15
EBITDA-CapEx/Interest Expense,91.14,115.73,34.39,16.34,13.37,13.36,16.08,10.80,16.98,23.40
EBIT to Interest Expense,98.06,133.47,38.73,16.88,13.03,13.16,15.97,10.96,17.78,23.82
Interest Expense,13,10,34,66,80,88,79,93,87,93
Common Equity/Total Assets,111.55,120.56,118.06,125.89,128.53,134.92,140.88,140.33,144.95,141.74
Long-Term Debt/Equity (%),13.42,12.32,56.89,96.60,123.00,99.86,92.91,114.14,124.81,95.14
Long-Term Debt/Capital (%),6.87,5.82,15.07,19.33,22.62,20.26,17.59,20.78,21.39,18.92
Long-Term Debt/Total Assets (%),8.47,7.63,23.05,32.33,38.73,35.59,31.87,37.95,40.90,34.29
Total Debt/Equity (%),16.32,14.76,82.41,117.91,128.16,106.07,107.52,114.52,127.87,98.90
Total Debt/Capital (%),8.36,6.98,21.83,23.60,23.56,21.52,20.36,20.85,21.92,19.67
Total Debt/Total Assets (%),10.30,9.15,33.38,39.46,40.36,37.80,36.89,38.08,41.90,35.65
Net Debt to Equity,3.37,7.86,72.20,103.52,110.27,80.36,90.05,86.57,98.19,72.91
Net Debt/Capital (%),1.85,3.84,19.66,21.33,20.97,17.20,17.63,16.61,17.16,14.85
EBITDA,1477,1555,1528,1368,1313,1415,1491,1201,1732,2432
EBITDA-CapEx,1205,1168,1154,1084,1075,1176,1270,1004,1477,2176
Operating Income (Loss),1297,1347,1300,1119,1049,1158,1262,1019,1547,2215
