,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,9838,14608,15432,27014,25926,21788,31183,21520,29379,24066
- Cash & Cash Equivalents,1145,438,688,349,318,270,484,1420,2507,1031
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,32,14,15,16,18,8,144,132,131,109
+ Total Debt,2408,8178,6725,6279,10203,9873,11932,11339,9348,8321
Enterprise Value,11133,22362,21484,32960,35829,31399,42775,31571,36351,31465
Total Capital,7478,13982,13595,14686,20042,22255,25908,26827,27026,28559
Total Debt/Capital (%),32.20,58.49,49.47,42.76,50.91,44.36,46.06,42.27,34.59,29.14
Total Debt / EV,0.22,0.37,0.31,0.19,0.28,0.31,0.28,0.36,0.26,0.26
EV/Sales,0.32,0.60,0.52,0.89,0.94,0.78,1.01,0.73,0.77,0.59
EV/EBITDA,5.88,11.41,7.46,9.32,9.70,7.85,10.90,7.33,6.48,5.61
EV/EBIT,8.10,15.64,9.90,11.63,12.22,10.28,15.13,10.14,8.27,7.13
EV/Cash Flow to Firm,7.89,17.63,7.79,11.42,12.85,9.38,14.75,7.43,8.73,10.58
EV/Free Cash Flow to Firm,5.65,11.77,5.95,9.20,9.29,6.90,10.29,5.79,6.77,6.47
Diluted Market Cap,10496,14141,17272,29184,26066,21967,31183,21520,29379,24267
Diluted Enterprise Value,11791,21895,23324,35130,35969,31578,42775,31571,36351,31666
EV per Share,32.36,59.47,58.22,91.30,97.36,85.79,116.87,86.50,99.59,87.40
TTM Sales,34374,37580,41373,36881,38260,40052,42405,43185,47049,53282
TTM EBITDA,1894,1960,2880,3538,3692,3998,3925,4306,5610,5612
TTM Operating Income,1375,1430,2169,2833,2931,3055,2827,3114,4396,4410
TTM Cash Flow to Firm,1412,1268,2757,2886,2788,3349,2900,4250,4164,2973
TTM Free Cash Flow to Firm,1970,1900,3611,3581,3857,4549,4159,5449,5373,4860
