,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,2408,8178,6725,6279,10203,9873,11932,11339,9348,8321
ST Debt,513,643,715,79,906,1911,2102,548,1067,459
LT Debt,1895,7535,6010,6200,9297,7962,9830,10791,8281,7862
Total Debt/EBITDA,1.27,4.17,2.34,1.77,2.76,2.47,3.04,2.63,1.67,1.48
Net Debt/EBITDA,0.67,3.95,2.10,1.68,2.68,2.40,2.92,2.30,1.22,1.30
Total Debt/EBIT,1.75,5.72,3.10,2.22,3.48,3.23,4.22,3.64,2.13,1.89
Net Debt/EBIT,0.92,5.41,2.78,2.09,3.37,3.14,4.05,3.19,1.56,1.65
EBITDA to Interest Expense,13.06,14.85,9.83,14.21,13.23,11.42,8.50,8.88,13.11,15.38
EBITDA-CapEx/Interest Expense,9.21,10.06,6.91,11.42,9.40,7.99,5.77,6.41,10.28,10.21
EBIT to Interest Expense,9.48,10.83,7.40,11.38,10.51,8.73,6.12,6.42,10.27,12.08
Interest Expense,145,132,293,249,279,350,462,485,428,365
Common Equity/Total Assets,41.37,24.17,29.80,37.51,34.99,42.51,41.79,44.20,48.33,54.67
Long-Term Debt/Equity (%),30.40,84.62,61.92,64.42,88.05,62.15,69.10,69.19,46.38,39.69
Long-Term Debt/Capital (%),25.34,53.89,44.21,42.22,46.39,35.78,37.94,40.22,30.64,27.53
Long-Term Debt/Total Assets (%),15.56,31.45,26.13,27.71,33.13,27.35,29.70,31.06,22.81,21.35
Total Debt/Equity (%),38.63,91.85,69.29,65.24,96.63,77.07,83.87,72.70,52.36,42.00
Total Debt/Capital (%),32.20,58.49,49.47,42.76,50.91,44.36,46.06,42.27,34.59,29.14
Total Debt/Total Assets (%),19.77,34.14,29.23,28.07,36.35,33.92,36.05,32.64,25.75,22.60
Net Debt to Equity,20.26,86.93,62.20,61.62,93.62,74.96,80.47,63.60,38.32,36.80
Net Debt/Capital (%),19.94,57.15,46.77,41.36,50.12,43.68,45.03,39.04,27.90,26.48
EBITDA,1894,1960,2880,3538,3692,3998,3925,4306,5610,5612
EBITDA-CapEx,1336,1328,2026,2843,2623,2798,2666,3107,4401,3725
Operating Income (Loss),1375,1430,2169,2833,2931,3055,2827,3114,4396,4410
