,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,747,707,667,617,591,568,563,582,589,598
Diluted Weighted Avg Shares,770,738,696,644,611,586,568,569,588,595
Basic Weighted Avg Shares,760,729,688,636,603,580,568,569,588,595
Revenue per Share,113.92,124.49,139.64,148.76,154.95,174.51,134.82,102.28,105.98,112.03
EBITDA per Share,10.75,12.48,13.08,11.72,20.11,24.01,-0.69,-18.87,-2.12,-2.62
Operating Income per Share,8.32,9.87,10.42,8.71,16.68,20.36,-4.69,-22.82,-5.77,-5.95
"Basic EPS, GAAP",6.03,7.47,7.52,7.70,13.60,18.05,-1.12,-21.00,-7.30,-8.50
Basic EPS from Cont Ops,6.03,7.47,7.52,7.70,13.60,18.05,-1.12,-21.00,-7.30,-8.50
"Diluted EPS, GAAP",5.96,7.38,7.44,7.60,13.42,17.84,-1.12,-20.99,-7.30,-8.49
Diluted EPS from Cont Ops,5.96,7.38,7.44,7.60,13.42,17.84,-1.12,-20.99,-7.30,-8.49
Dividend per Share,1.93,2.90,3.62,4.34,5.67,6.81,8.15,2.04,0,0
Cash Flow per Share,10.76,12.15,13.60,16.52,22.14,26.44,-4.31,-32.38,-5.81,5.91
Free Cash Flow per Basic Share,7.81,9.08,10.04,12.40,19.04,23.35,-7.76,-34.67,-7.48,3.85
Cash & Equivalents per Share,20.42,18.52,18.08,16.25,16.91,15.09,17.82,43.94,27.58,28.82
Book Value per Share,50.88,58.35,65.73,74.17,85.24,107.47,98.96,74.99,67.02,57.79
Tangible Book Value per Share,9.23,1.13,-2.08,-11.32,-13.06,-19.13,-34.99,-49.80,-43.26,-43.87
