,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,22.54,17.65,19.47,20.22,21.68,17.53,0,0,0,0
Price/Earnings Average,17.08,17.18,19.08,17.29,15.83,19.10,-326.06,-9.38,-30.77,-19.55
Price/Earnings High,23.55,19.35,21.12,20.79,22.01,21.84,-398.22,-16.66,-38.16,-27.02
Price/Earnings Low,12.05,15.57,15.31,13.26,11.41,16.20,-276.25,-4.24,-25.38,-13.30
Price/Book Value,2.67,2.26,2.23,2.10,3.46,2.94,3.30,2.89,3.02,3.30
Price/Book Value Average,2.02,2.20,2.18,1.79,2.53,3.21,3.69,2.63,3.35,2.88
Price/Book Value High,2.79,2.48,2.42,2.16,3.51,3.67,4.51,4.67,4.16,3.97
Price/Book Value Low,1.43,1.99,1.75,1.38,1.82,2.72,3.13,1.19,2.76,1.96
Price/Tangible Book Value,14.72,116.17,-70.42,-13.75,-22.58,-16.54,-9.33,-4.35,-4.69,-4.34
Price/Tangible Book Value Average,11.15,113.11,-69.02,-11.76,-16.48,-18.02,-10.44,-3.96,-5.19,-3.79
Price/Tangible Book Value High,15.38,127.40,-76.39,-14.14,-22.92,-20.61,-12.75,-7.03,-6.44,-5.24
Price/Tangible Book Value Low,7.87,102.50,-55.38,-9.02,-11.88,-15.29,-8.84,-1.79,-4.28,-2.58
Price/Sales,1.19,1.06,1.05,1.05,1.90,1.81,2.42,2.12,1.91,1.70
Price/Sales Average,0.90,1.03,1.03,0.89,1.39,1.98,2.71,1.93,2.12,1.48
Price/Sales High,1.25,1.16,1.14,1.08,1.93,2.26,3.31,3.42,2.63,2.05
Price/Sales Low,0.64,0.93,0.82,0.69,1.00,1.68,2.29,0.87,1.75,1.01
Price/Cash Flow,12.64,10.85,10.76,9.43,13.32,11.97,-75.78,-6.69,-34.87,32.25
Price/Cash Flow Average,9.57,10.56,10.55,8.06,9.72,13.04,-84.78,-6.09,-38.65,28.13
Price/Cash Flow High,13.20,11.90,11.68,9.69,13.52,14.91,-103.54,-10.81,-47.93,38.88
Price/Cash Flow Low,6.76,9.57,8.46,6.18,7.01,11.06,-71.83,-2.75,-31.87,19.13
Price/Free Cash Flow,10.04,8.77,8.63,7.64,11.84,10.84,-382.16,-7.21,-48.93,23.95
Price/Free Cash Flow Average,7.61,8.54,8.46,6.54,8.64,11.81,-427.57,-6.55,-54.22,20.89
Price/Free Cash Flow High,10.49,9.62,9.36,7.86,12.02,13.51,-522.21,-11.64,-67.24,28.88
Price/Free Cash Flow Low,5.37,7.74,6.78,5.01,6.23,10.02,-362.26,-2.96,-44.72,14.21
EV/Sales,1.11,0.98,0.99,1.02,1.88,1.83,2.63,2.83,2.59,2.31
EV/Sales Average,0.90,0.97,0.98,0.88,1.39,2.00,2.92,2.94,2.93,2.13
EV/Sales High,1.23,1.10,1.09,1.06,1.92,2.28,3.52,4.47,3.44,2.70
EV/Sales Low,0.63,0.88,0.79,0.68,1.01,1.70,2.51,1.86,2.56,1.65
EV/EBITDA,11.76,9.81,10.62,12.90,14.48,13.29,0,0,0,0
EV/EBITDA Average,9.50,9.69,10.48,11.19,10.69,14.52,-572.12,-15.92,-146.58,-90.97
EV/EBITDA High,13.07,10.95,11.62,13.43,14.79,16.54,-688.48,-24.21,-172.09,-115.32
EV/EBITDA Low,6.73,8.75,8.38,8.62,7.76,12.38,-491.81,-10.05,-127.96,-70.58
EV/EBIT,15.18,12.41,13.33,17.35,17.46,15.67,0,0,0,0
EV/EBIT Average,12.27,12.25,13.16,15.05,12.89,17.12,-84.03,-13.16,-53.85,-40.07
EV/EBIT High,16.88,13.85,14.59,18.06,17.83,19.50,-101.13,-20.02,-63.22,-50.80
EV/EBIT Low,8.69,11.07,10.53,11.60,9.36,14.60,-72.24,-8.31,-47.01,-31.09
Last Price,135.92,131.83,146.41,155.68,294.91,316.38,326.40,216.67,202.71,190.49
High Price,142.00,144.57,158.83,160.07,299.33,394.28,446.01,349.95,278.57,229.67
Low Price,72.68,116.32,115.14,102.10,155.21,292.47,309.40,89.00,185.26,113.02
Enterprise Value,96083,89271,95574,96061,175485,184944,201322,164405,161390,153651
Enterprise Value Average,77631,88175,94386,83361,129584,201994,223699,170805,182493,141730
Enterprise Value High,106797,99634,104604,99998,179277,230091,269197,259855,214258,179670
Enterprise Value Low,54988,79669,75479,64222,94096,172299,192298,107898,159306,109962
