,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Market Capitalization,0,7788,8725,10960,14779,17530,27285,35872,31172,31769
- Cash & Cash Equivalents,906,717,731,822,189,147,463,295,274,228
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,301,301,1175,1079,281,1271,1299,794,918,1580
Enterprise Value,-605,7371,9169,11217,14872,18654,28121,36370,31816,33121
Total Capital,2082,2277,3336,3395,2714,3708,4133,3874,4532,5834
Total Debt/Capital (%),14.45,13.20,35.22,31.77,10.37,34.27,31.44,20.49,20.25,27.08
Total Debt / EV,-0.50,0.04,0.13,0.10,0.02,0.07,0.05,0.02,0.03,0.05
EV/Sales,0,4.39,4.99,5.43,6.35,7.16,9.51,11.38,8.89,7.84
EV/EBITDA,0,15.10,17.36,19.72,21.86,23.71,28.39,32.95,26.64,24.54
EV/EBIT,0,17.75,20.78,24.56,26.54,29.33,34.76,39.86,31.81,28.75
EV/Cash Flow to Firm,0,19.01,16.46,25.66,28.48,38.28,33.62,48.52,95.53,50.59
EV/Free Cash Flow to Firm,0,16.03,14.68,22.05,25.05,33.04,29.84,41.98,65.05,42.00
Diluted Market Cap,0,7911,8788,10982,14914,17631,27429,36069,31307,31884
Diluted Enterprise Value,-605,7494,9231,11238,15007,18755,28265,36568,31951,33236
EV per Share,0,52.47,65.18,78.90,104.23,129.85,194.09,249.71,217.31,225.43
TTM Sales,1555,1679,1839,2067,2340,2607,2957,3197,3578,4223
TTM EBITDA,485,488,528,569,680,787,990,1104,1194,1350
TTM Operating Income,411,415,441,457,560,636,809,912,1000,1152
TTM Cash Flow to Firm,396,388,557,437,522,487,836,750,333,655
TTM Free Cash Flow to Firm,477,460,625,509,594,565,942,866,489,789
