,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Total Debt,301,301,1175,1079,281,1271,1299,794,918,1580
ST Debt,0,0,300,0,11,12,33,36,32,32
LT Debt,301,301,875,1079,270,1259,1266,758,886,1548
Total Debt/EBITDA,0.62,0.62,2.22,1.90,0.41,1.62,1.31,0.72,0.77,1.17
Net Debt/EBITDA,-1.25,-0.85,0.84,0.45,0.14,1.43,0.72,0.33,0.42,0.90
Total Debt/EBIT,0.73,0.72,2.66,2.36,0.50,2.00,1.61,0.87,0.92,1.37
Net Debt/EBIT,-1.47,-1.00,1.01,0.56,0.17,1.77,0.88,0.39,0.50,1.05
EBITDA to Interest Expense,79.11,84.51,47.13,20.15,23.99,21.76,24.53,46.02,-53.52,-28.48
EBITDA-CapEx/Interest Expense,65.87,72.06,41.08,17.62,21.47,19.62,21.91,41.15,-46.53,-25.66
EBIT to Interest Expense,67.13,71.87,39.38,16.18,19.76,17.59,20.04,38.03,-44.83,-24.31
Interest Expense,6,6,11,28,28,36,40,24,-22,-47
Common Equity/Total Assets,75.43,90.49,66.31,66.80,79.40,59.33,61.77,65.15,70.93,63.00
Long-Term Debt/Equity (%),17.11,18.94,51.63,55.02,13.11,60.75,50.70,26.27,26.36,37.48
Long-Term Debt/Capital (%),14.45,13.20,26.23,31.77,9.95,33.95,30.63,19.57,19.55,26.54
Long-Term Debt/Total Assets (%),12.74,13.76,26.85,31.10,8.81,30.65,27.60,16.03,17.38,22.93
Total Debt/Equity (%),17.11,18.94,69.33,55.02,13.67,61.33,52.03,27.51,27.30,38.26
Total Debt/Capital (%),14.45,13.20,35.22,31.77,10.37,34.27,31.44,20.49,20.25,27.08
Total Debt/Total Assets (%),12.74,13.76,36.05,31.10,9.19,30.94,28.32,16.79,18.01,23.40
Net Debt to Equity,-34.41,-26.25,26.17,13.09,4.50,54.23,28.55,12.48,14.92,29.38
Net Debt/Capital (%),-51.44,-26.71,17.03,9.97,3.67,31.56,19.43,10.06,11.78,21.64
EBITDA,485,488,528,569,680,787,990,1104,1194,1350
EBITDA-CapEx,404,416,460,497,609,709,884,987,1038,1216
Operating Income (Loss),411,415,441,457,560,636,809,912,1000,1152
