,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,13420,13622,13747,13826,13896,13911,13767,13504,13242,12849
Diluted Weighted Avg Shares,6776,13741,13858,13988,14069,14067,13971,13741,13553,13159
Basic Weighted Avg Shares,6657,13519,13696,13756,13861,13901,13852,13616,13353,13063
Revenue per Share,8.99,4.88,5.48,6.56,8.00,9.84,11.68,13.41,19.29,21.65
EBITDA per Share,2.69,1.59,1.78,2.17,2.58,2.91,3.44,4.03,6.83,6.95
Operating Income per Share,2.10,1.22,1.41,1.72,2.08,2.26,2.59,3.03,5.89,5.73
"Basic EPS, GAAP",1.94,1.07,1.19,1.42,0.91,2.21,2.48,2.96,5.69,4.59
Basic EPS from Cont Ops,1.83,1.03,1.19,1.42,0.91,2.21,2.48,2.96,5.69,4.59
"Diluted EPS, GAAP",1.91,1.05,1.18,1.39,0.90,2.19,2.46,2.93,5.61,4.56
Diluted EPS from Cont Ops,1.80,1.01,1.18,1.39,0.90,2.19,2.46,2.93,5.61,4.56
Dividend per Share,0,0,0,0,0,0,0,0,0,0
Cash Flow per Share,2.80,1.66,1.90,2.62,2.68,3.45,3.94,4.78,6.86,7.00
Free Cash Flow per Basic Share,1.48,0.48,1.16,1.81,1.70,1.54,2.05,3.15,5.02,4.59
Cash & Equivalents per Share,4.38,4.73,5.32,6.24,7.33,7.85,8.69,10.12,10.55,8.85
Book Value per Share,6.50,7.67,8.89,10.23,11.05,12.93,14.72,16.43,19.12,20.53
Tangible Book Value per Share,5.20,6.19,7.32,8.63,9.58,11.32,12.99,14.80,17.16,17.52
