,2014,2015,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,80,74,72,150,151,146,141,142,140,137
Diluted Weighted Avg Shares,83,74,74,104,154,153,145,144,143,138
Basic Weighted Avg Shares,83,74,73,102,152,151,143,142,141,137
Revenue per Share,69.54,68.42,69.67,69.05,66.91,67.51,77.58,86.60,97.43,105.08
EBITDA per Share,4.88,5.72,5.89,6.27,6.78,6.83,7.64,8.80,10.49,10.71
Operating Income per Share,3.90,4.88,5.29,5.08,4.57,5.13,6.01,6.81,8.18,8.28
"Basic EPS, GAAP",1.98,-4.36,3.48,2.39,2.41,3.85,4.66,4.42,5.34,5.00
Basic EPS from Cont Ops,1.01,-4.46,3.23,2.41,2.39,3.85,4.69,4.43,5.38,5.06
"Diluted EPS, GAAP",1.98,-4.36,3.43,2.35,2.38,3.80,4.60,4.36,5.27,4.96
Diluted EPS from Cont Ops,1.01,-4.46,3.19,2.37,2.36,3.80,4.62,4.37,5.31,5.02
Dividend per Share,5.75,1.28,1.60,11.13,1.30,1.31,1.38,1.38,1.41,1.45
Cash Flow per Share,2.35,5.35,5.62,4.37,3.46,5.09,6.94,9.39,7.31,7.20
Free Cash Flow per Basic Share,1.71,4.96,5.25,4.09,2.93,4.60,6.09,8.11,6.57,6.26
Cash & Equivalents per Share,5.38,5.99,9.11,2.51,2.58,2.24,4.74,3.68,5.19,3.77
Book Value per Share,0.31,-5.73,-3.85,-1.18,-0.05,2.55,6.35,9.33,13.43,17.28
Tangible Book Value per Share,-2.54,-3.32,-2.28,-20.43,-16.21,-15.08,-14.36,-25.70,-25.55,-24.05
