,2014,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),0,17.38,0.60,3.60,19.89,-3.89,11.36,-1.35,3.94,2.33
Return on Assets (%),0,14.95,0.27,1.12,6.95,-1.50,4.64,-0.57,1.68,1.04
Return on Capital (%),0,15.84,0,2.89,0,0,0,0,3.30,2.14
Return on Invested Capital (%),0,26.83,0,5.10,0,0,0,0,4.48,4.60
Gross Margin (%),0,73.26,69.05,69.09,72.74,71.36,71.78,69.70,71.29,70.90
EBITDA Margin (%),0,38.27,32.73,32.33,35.90,27.58,28.51,24.64,28.46,30.53
Operating Margin (%),0,30.23,20.67,18.80,22.32,14.46,15.91,9.94,14.73,17.18
Incremental Operating Margin (%),28.10,30.23,-13.07,12.16,214.98,-550.37,248.68,59.72,-155.93,165.81
Pretax Margin (%),0,20.20,0.21,5.23,6.13,-3.42,11.35,-3.91,7.31,5.81
Profit Margin (%),0,15.41,0.83,3.94,23.51,-4.78,14.18,-1.98,5.88,3.33
Net Income to Common Margin (%),0,15.41,0.83,3.94,23.51,-4.78,14.18,-1.98,5.88,3.33
Effective Tax Rate (%),0,23.83,0,24.90,0,0,0,0,10.72,27.83
Dvd Payout Ratio (%),0,20.27,326.61,62.74,10.53,-51.45,17.39,-146.06,44.87,68.86
Sustainable Growth Rate (%),0,13.86,-1.35,1.34,17.80,-5.88,9.38,-3.33,2.17,0.73
