,2014,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,0,170,203,201,203,204,206,208,209,209
Diluted Weighted Avg Shares,169,172,190,202,204,204,207,207,210,210
Basic Weighted Avg Shares,169,169,187,200,202,204,205,207,209,210
Revenue per Share,0,27.65,32.01,38.42,38.75,38.98,38.92,33.93,32.73,33.11
EBITDA per Share,0,10.58,10.48,12.42,13.91,10.75,11.10,8.36,9.31,10.11
Operating Income per Share,0,8.36,6.61,7.22,8.65,5.64,6.19,3.37,4.82,5.69
"Basic EPS, GAAP",0,4.26,0.27,1.51,9.11,-1.86,5.52,-0.67,1.93,1.10
Basic EPS from Cont Ops,0,4.25,0.26,1.51,9.11,-1.86,5.52,-0.66,2.14,1.39
"Diluted EPS, GAAP",0,4.19,0.26,1.50,9.03,-1.86,5.47,-0.67,1.91,1.10
Diluted EPS from Cont Ops,0,4.19,0.26,1.49,9.03,-1.86,5.47,-0.66,2.12,1.38
Dividend per Share,0,0.86,0.84,0.94,0.96,0.96,0.96,0.96,0.96,0.96
Cash Flow per Share,0,6.23,4.60,8.16,7.84,8.59,7.73,5.82,7.19,6.13
Free Cash Flow per Basic Share,0,5.37,3.71,7.24,7.06,7.79,5.76,5.25,6.46,5.23
Cash & Equivalents per Share,0,9.99,7.98,3.16,2.59,2.66,3.00,3.86,1.81,1.80
Book Value per Share,0,48.84,41.20,42.22,49.49,46.54,50.63,48.60,49.26,45.75
Tangible Book Value per Share,0,20.06,-43.29,-48.16,-35.85,-29.43,-21.67,-19.84,-8.55,-7.74
