,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,22750,30206,28923,30958,36197,36860,46467,40478,44719,48792
- Cash & Cash Equivalents,118,163,176,211,215,234,247,393,403,509
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,1,4,13,23,27,31,281,224,247,229
+ Total Debt,19134,20030,20373,21969,22812,25257,30533,34432,36659,40400
Enterprise Value,41414,49691,48746,52408,58659,61755,76831,74540,81001,88724
Total Capital,29204,30753,32108,33213,34795,37950,44058,48702,51982,56388
Total Debt/Capital (%),65.52,65.13,63.45,66.15,65.56,66.55,69.30,70.70,70.52,71.65
Total Debt / EV,0.46,0.40,0.42,0.42,0.39,0.41,0.40,0.46,0.45,0.46
EV/Sales,2.70,2.92,2.96,3.20,3.80,3.81,4.94,5.00,4.82,4.52
EV/EBITDA,8.36,9.37,8.88,9.42,10.55,11.98,14.00,12.65,12.52,12.56
EV/EBIT,13.44,15.37,14.62,15.08,17.10,22.43,27.95,24.95,23.66,23.48
EV/Cash Flow to Firm,8.78,9.62,9.05,9.47,12.08,10.04,14.36,14.98,16.25,13.28
EV/Free Cash Flow to Firm,8.50,9.41,8.90,9.26,11.81,9.97,14.12,14.77,15.92,13.08
Diluted Market Cap,22716,30175,28895,30955,36241,36899,46574,40529,44503,48755
Diluted Enterprise Value,41733,50046,49104,52737,58865,61952,77140,74791,81006,88875
EV per Share,84.90,101.53,99.27,106.58,119.22,125.20,155.47,150.10,160.65,172.66
TTM Sales,15357,17020,16453,16380,15425,16196,15561,14919,16792,19640
TTM EBITDA,4955,5305,5488,5566,5558,5154,5489,5895,6469,7064
TTM Operating Income,3081,3232,3334,3475,3431,2753,2749,2988,3423,3779
TTM Cash Flow to Firm,4718,5163,5386,5532,4857,6150,5350,4977,4984,6681
TTM Free Cash Flow to Firm,4872,5279,5478,5661,4965,6196,5442,5046,5088,6782
