,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),26.66,25.18,22.07,19.65,18.66,14.27,13.98,14.31,20.63,18.45
Return on Assets (%),7.56,7.56,7.54,6.65,6.04,4.63,4.48,5.08,8.74,9.32
Return on Capital (%),14.50,13.66,12.67,10.85,9.74,8.07,7.27,7.62,11.97,11.67
Return on Invested Capital (%),10.47,10.50,10.32,9.41,8.34,8.40,7.30,7.47,11.50,11.14
Gross Margin (%),41.00,39.35,39.39,39.05,39.02,38.52,38.80,39.50,40.66,40.82
EBITDA Margin (%),12.38,11.72,11.85,11.73,11.27,10.46,10.36,11.65,13.59,13.33
Operating Margin (%),10.67,9.86,10.07,9.33,8.90,7.98,7.84,9.07,11.42,11.27
Incremental Operating Margin (%),10.61,7.41,13.14,5.54,5.71,3.78,5.21,-8.46,30.13,17.90
Pretax Margin (%),9.40,8.72,9.02,7.89,7.87,6.26,6.33,7.61,10.69,11.86
Profit Margin (%),6.16,5.66,5.88,5.41,5.48,4.04,4.33,5.49,8.33,8.98
Net Income to Common Margin (%),6.16,5.66,5.88,5.41,5.48,4.04,4.33,5.49,8.33,8.98
Effective Tax Rate (%),34.51,34.75,33.85,32.57,30.73,25.74,27.22,28.19,23.63,25.36
Dvd Payout Ratio (%),0,0,0,0,0,0,0,0,6.67,24.80
Sustainable Growth Rate (%),26.66,25.18,22.07,19.65,18.66,14.27,13.98,14.31,19.25,13.87
