,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Market Capitalization,18707,16028,13945,20918,20637,21843,23085,39086,31770,49619
- Cash & Cash Equivalents,1614,1181,1222,885,822,3220,686,733,536,475
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,3,3,3,6,6,6,15,15,12,11
+ Total Debt,2325,2947,3037,5870,4957,7108,8462,6585,11480,12559
Enterprise Value,18848,17065,14882,25870,24744,25586,30805,44914,42698,61706
Total Capital,11593,12883,13434,16897,16679,19982,22098,21606,27244,12571
Total Debt/Capital (%),20.05,22.88,22.61,34.74,29.72,35.57,38.29,30.48,42.14,99.91
Total Debt / EV,0.12,0.17,0.20,0.23,0.20,0.28,0.27,0.15,0.27,0.20
EV/Sales,1.43,1.34,1.31,2.15,1.73,1.79,2.25,3.13,2.69,3.24
EV/EBITDA,10.89,9.33,10.02,14.85,10.54,10.20,13.45,15.14,12.49,15.85
EV/EBIT,13.52,11.29,12.63,18.66,13.15,12.34,17.58,18.95,15.00,20.07
EV/Cash Flow to Firm,13.06,12.32,11.73,18.18,14.27,13.62,13.30,16.22,16.11,18.01
EV/Free Cash Flow to Firm,11.36,10.66,10.49,15.91,12.49,12.34,12.08,15.08,14.83,16.21
Diluted Market Cap,19026,16787,14247,21290,21106,22404,23309,39597,32241,50209
Diluted Enterprise Value,19741,18556,16066,26281,25247,26298,31100,45464,43197,62304
EV per Share,126.58,123.16,111.05,194.23,186.87,199.15,239.62,347.78,332.41,480.96
TTM Sales,13216,12712,11361,12029,14302,14320,13696,14348,15862,19065
TTM EBITDA,1730,1829,1485,1742,2348,2509,2290,2966,3419,3893
TTM Operating Income,1394,1512,1178,1386,1882,2073,1752,2371,2847,3075
TTM Cash Flow to Firm,1443,1386,1269,1423,1734,1879,2317,2769,2650,3426
TTM Free Cash Flow to Firm,1659,1601,1418,1627,1981,2074,2549,2979,2880,3807
