,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,3057,3278,3353,3430,3687,3741,3730,3593,4252,4493
+ Sales & Services Revenue,3057,3278,3353,3430,3687,3741,3730,3593,4252,4493
- Cost of Revenue,1584,1693,1705,1721,1862,1871,1886,1844,2141,2312
+ Cost of Goods & Services,1584,1693,1705,1721,1862,1871,1886,1844,2141,2312
Gross Profit,1473,1584,1648,1710,1825,1870,1844,1749,2111,2181
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,887,900,884,855,943,914,882,868,987,974
"+ Selling, General & Admin",0,0,0,0,0,0,0,0,0,0
+ Research & Development,0,0,0,0,0,0,0,0,0,0
+ Other Operating Expense,887,900,884,855,943,914,882,868,987,974
Operating Income (Loss),586,685,765,854,882,956,962,881,1124,1207
- Non-Operating (Income) Loss,60,54,54,53,60,46,40,45,37,5
"+ Interest Expense, Net",56,52,51,52,52,50,48,52,51,34
+ Interest Expense,56,53,52,52,52,50,49,54,53,47
- Interest Income,1,1,1,1,0,1,2,2,2,13
+ Other Non-Op (Income) Loss,4,1,3,1,8,-4,-7,-7,-14,-29
Pretax Income,526,631,711,801,822,910,922,835,1087,1203
- Income Tax Expense (Benefit),167,200,221,244,251,214,212,189,247,269
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,360,432,491,560,572,696,711,646,841,934
- Net Extraordinary Losses (Gains),19,20,24,26,29,33,35,39,42,44
+ Discontinued Operations,0,0,0,0,0,0,0,0,0,0
+ Extraord. & Accounting Changes,19,20,24,26,29,33,35,39,42,44
Income (Loss) Incl. MI,341,412,467,533,543,664,676,608,800,890
- Minority Interest,-9,-10,-12,-13,-14,-16,-18,-19,-21,-22
"Net Income, GAAP",350,422,479,546,558,680,694,627,821,912
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",350,422,479,546,558,680,694,627,821,912
Basic Weighted Avg Shares,58,58,58,58,57,56,55,54,54,53
"Basic EPS, GAAP",6.02,7.26,8.24,9.40,9.72,12.08,12.59,11.55,15.22,17.14
Basic EPS from Cont Ops,6.18,7.44,8.44,9.63,9.97,12.37,12.91,11.90,15.61,17.55
Diluted Weighted Avg Shares,59,59,59,59,59,57,56,55,55,54
"Diluted EPS, GAAP",5.93,7.14,8.10,9.20,9.52,11.87,12.41,11.44,14.92,16.82
Diluted EPS from Cont Ops,6.09,7.31,8.30,9.42,9.76,12.15,12.72,11.80,15.30,17.23
EBITDA,663,764,847,940,975,1050,1055,977,1228,1307
EBITDA Margin (%),21.69,23.32,25.27,27.40,26.44,28.07,28.28,27.20,28.89,29.10
EBITA,586,685,765,854,882,956,962,881,1124,1207
EBIT,586,685,765,854,882,956,962,881,1124,1207
Gross Margin (%),48.19,48.34,49.16,49.84,49.50,49.99,49.44,48.67,49.64,48.55
Operating Margin (%),19.18,20.89,22.81,24.90,23.91,25.56,25.80,24.51,26.42,26.87
Profit Margin (%),11.46,12.87,14.28,15.93,15.13,18.18,18.59,17.45,19.30,20.29
Sales per Employee,270487,287518,291548,283504,292611,296881,291406,292073,332188,348279
Dividend per Share,1.58,1.85,2.20,2.54,2.95,3.41,3.93,4.48,5.12,5.89
Depreciation Expense,77,80,83,86,93,94,92,97,105,100
