,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
+ Net Income,936,1176,1253,1362,2325,1554,1444,1429,1757,4852
+ Depreciation & Amortization,154,170,193,187,196,205,227,252,275,296
+ Non-Cash Items,-540,-56,167,-107,-761,-81,-38,-23,-361,-4355
+ Stock-Based Compensation,69,75,85,84,83,77,83,88,96,91
+ Deferred Income Taxes,0,0,0,0,0,0,0,0,0,0
+ Asset Impairment Charge,0,0,0,0,0,0,0,0,0,0
+ Other Non-Cash Adj,-608,-131,82,-191,-844,-158,-121,-111,-457,-4446
+ Chg in Non-Cash Work Cap,1671,1813,2764,2416,2429,3478,3860,2081,1547,2380
+ (Inc) Dec in Accts Receiv,-132,27,-211,99,-114,38,-248,16,-101,-3630
+ (Inc) Dec in Inventories,0,0,0,0,0,0,0,0,0,0
+ (Inc) Dec in Prepaid Assets,0,0,0,0,0,0,0,0,0,0
+ Inc (Dec) in Accts Payable,212,176,-66,46,-164,275,211,443,0,0
+ Inc (Dec) in Other,1591,1610,3042,2272,2708,3166,3897,1622,1648,6010
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Operating Activities,2221,3103,4377,3858,4188,5157,5493,3739,3219,3173
+ Change in Fixed & Intang,0,0,0,0,0,0,0,0,0,0
+ Disp in Fixed & Intang,0,0,0,0,0,0,0,0,0,0
+ Disp of Fixed Prod Assets,0,0,0,0,0,0,0,0,0,0
+ Disp of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Acq of Fixed & Intang,-59,-136,-136,-155,-165,-92,-132,-109,-130,-116
+ Acq of Fixed Prod Assets,-59,-136,-136,-155,-165,-92,-132,-109,-130,-116
+ Acq of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Net Change in LT Investment,285,-379,-1830,-4069,-3286,-4182,-5165,-3916,-3037,2163
+ Dec in LT Investment,9278,8757,8189,9633,10157,10031,9462,11863,13695,21583
+ Inc in LT Investment,-8993,-9136,-10019,-13702,-13442,-14212,-14626,-15780,-16732,-19421
+ Net Cash From Acq & Div,-1268,0,-291,0,0,-185,-1208,0,27,0
+ Cash from Divestitures,0,0,0,0,0,0,0,0,27,0
+ Cash for Acq of Subs,-1268,0,-291,0,0,-185,-1208,0,0,0
+ Cash for JVs,0,0,0,0,0,0,0,0,0,0
+ Other Investing Activities,-183,-658,-910,-930,-602,-1244,-1183,-1001,-2518,-988
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Investing Activities,-1226,-1173,-3168,-5154,-4053,-5702,-7688,-5026,-5658,1059
+ Dividends Paid,-321,-410,-457,-465,-540,-599,-606,-614,-654,-642
+ Net Cash From Debt,-72,-180,909,-275,-69,88,530,531,8,-286
+ Cash From Debt,146,39,962,656,3,89,562,609,10,16
+ Repayments of Debt,-218,-219,-53,-931,-72,-1,-32,-78,-2,-302
+ Cash (Repurchase) of Equity,-28,-145,-224,-239,-58,-608,-243,-264,-850,-1513
+ Increase in Capital Stock,126,78,76,38,163,64,38,43,87,182
+ Decrease in Capital Stock,-154,-223,-301,-277,-220,-672,-281,-307,-937,-1695
+ Other Financing Activities,-2379,-1703,-736,2430,283,2171,2053,1969,3418,726
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Financing Activities,-2800,-2438,-509,1451,-384,1053,1734,1621,1922,-1715
Effect of Foreign Exchange Rates,0,0,0,0,0,0,0,0,0,0
Net Changes in Cash,-1805,-508,701,155,-249,507,-462,334,-518,2516
EBITDA,154,170,193,187,196,205,227,252,275,296
EBITDA Margin (%),1.60,1.61,1.61,1.51,1.39,1.44,1.40,1.71,1.93,1.69
Net Cash Paid for Acquisitions,1268,0,291,0,0,185,1209,0,-27,0
Free Cash Flow,2162,2967,4241,3703,4023,5064,5361,3630,3089,3057
Free Cash Flow to Firm,2275,3076,4241,3703,0,5064,5361,3630,3089,3057
Free Cash Flow to Equity,2057,2754,5133,3428,3954,5152,5891,4160,3097,2771
Free Cash Flow per Basic Share,7.32,10.09,14.40,12.80,13.93,17.72,19.38,13.28,11.48,12.17
Price/Free Cash Flow,6.43,4.88,3.00,4.22,4.75,2.40,2.69,3.47,5.88,6.51
Cash Flow to Net Income,2.03,2.30,3.55,2.93,1.81,3.33,3.94,2.68,1.88,0.66
