,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Current Assets,2466,2314,2184,3639,3759,3940,4884,4675,5223,5489
"+ Cash, Cash Equivalents & STI",416,191,224,597,448,721,1798,1366,563,548
+ Cash & Cash Equivalents,416,191,224,597,448,721,1798,1366,563,548
+ ST Investments,0,0,0,0,0,0,0,0,0,0
+ Accounts & Notes Receiv,859,957,885,1477,1626,1802,1631,1738,2560,2594
"+ Accounts Receivable, Net",859,957,885,1477,1626,1802,1631,1738,2560,2594
"+ Notes Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Loans Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Other Receivable, Net",0,0,0,0,0,0,0,0,0,0
+ Inventories,1028,1017,898,1413,1526,1271,1274,1353,1795,2179
+ Raw Materials,466,479,438,607,691,727,808,889,1064,1541
+ Work In Process,610,579,504,839,902,614,548,557,821,729
+ Finished Goods,0,0,0,0,0,0,0,0,0,0
+ Inventory Adjustments,-47,-42,-44,-33,-67,-70,-82,-93,-90,-91
+ Other Inventory,0,0,0,0,0,0,0,0,0,0
+ Other ST Assets,162,148,176,152,159,146,181,218,305,168
+ Prepaid Expenses,0,0,0,0,0,0,0,0,0,0
+ ST Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ ST Assets Held-for-Sale,0,0,0,0,0,0,0,0,0,0
+ ST Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ Misc ST Assets,0,0,0,0,0,0,0,0,0,0
Total Noncurrent Assets,5354,5258,7593,12739,13423,12614,12476,13577,14491,14420
"+ Property, Plant & Equip, Net",-185,-172,-33,2134,1834,1807,1407,1789,2701,7487
"+ Property, Plant & Equip",2372,2431,2686,4379,4610,4542,4470,5351,6502,11561
- Accumulated Depreciation,2557,2603,2719,2245,2776,2735,3063,3562,3801,4074
+ LT Investments & Receivables,34,33,34,204,274,302,291,321,184,193
+ LT Investments,34,33,34,204,274,302,291,321,184,193
+ LT Receivables,0,0,0,0,0,0,0,0,0,0
+ Other LT Assets,5505,5396,7592,10401,11315,10505,10778,11467,11606,6740
+ Total Intangible Assets,2404,2255,2177,7029,7395,6663,6421,6367,6066,5652
+ Goodwill,2404,2255,2177,5095,4933,4475,4419,4484,4378,4235
+ Other Intangible Assets,0,0,0,1934,2462,2188,2002,1883,1688,1417
+ LT Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ LT Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ Misc LT Assets,3101,3142,5415,3372,3920,3842,4357,5100,5540,1088
Total Assets,7820,7571,9777,16378,17182,16554,17360,18252,19714,19909
+ Payables & Accruals,1505,1832,2064,2763,3641,3876,4097,4427,5938,5600
+ Accounts Payable,1505,1832,2064,2763,3641,3876,3136,3430,4759,4383
+ Accrued Taxes,0,0,0,0,0,0,0,0,0,0
+ Interest & Dividends Payable,0,0,0,0,0,0,0,0,0,0
+ Other Payables & Accruals,0,0,0,0,0,0,961,997,1179,1217
+ ST Debt,423,175,77,222,453,219,1480,17,15,1408
+ ST Borrowings,423,175,77,222,453,219,1480,17,15,1408
+ ST Finance Leases,0,0,0,0,0,0,58,65,80,93
+ Other ST Liabilities,0,0,0,0,0,0,0,0,0,0
+ Deferred Revenue,0,0,0,0,0,0,0,0,0,0
+ Derivatives & Hedging,0,0,0,0,0,0,0,0,0,0
+ Deferred Tax Liabilities,0,0,0,0,0,0,0,0,0,0
+ Misc ST Liabilities,0,0,0,0,0,0,0,0,0,0
Total Current Liabilities,1927,2007,2142,2985,4094,4095,5577,4444,5953,7008
+ LT Debt,3183,2994,5054,7310,6518,6510,6337,7783,7722,7540
+ LT Borrowings,3183,2994,5054,7310,6518,6510,6337,7783,7722,7540
+ LT Finance Leases,0,0,0,0,0,0,181,242,340,359
+ Other LT Liabilities,1319,1331,1320,2581,2499,2387,2427,2688,2354,1834
+ Accrued Liabilities,286,153,173,856,695,645,561,634,665,540
+ Pension Liabilities,1033,1178,1147,1497,1463,1455,1486,1613,1205,847
+ Deferred Revenue,0,0,0,0,0,0,0,0,0,0
+ Deferred Tax Liabilities,0,0,0,0,0,0,0,0,0,0
+ Derivatives & Hedging,0,0,0,0,0,0,0,0,0,0
+ Misc LT Liabilities,0,0,0,228,341,287,380,441,484,447
Total Noncurrent Liabilities,4501,4325,6374,9891,9017,8897,8764,10471,10076,9374
Total Liabilities,6429,6331,8516,12876,13111,12992,14341,14915,16029,16382
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Share Capital & APIC,2157,2263,1923,2076,2168,2314,1178,1167,1220,1260
+ Common Stock,1078,1131,962,1038,1084,1157,1178,1167,1220,1260
+ Additional Paid in Capital,1078,1131,962,1038,1084,1157,0,0,0,0
- Treasury Stock,3552,3923,3628,1401,1474,2205,3122,3130,3854,4429
+ Retained Earnings,3914,4347,4558,4739,4987,5341,5803,6192,6843,7309
+ Other Equity,-241,-522,-640,-941,-656,-835,-910,-954,-582,-679
Equity Before Minority Interest,1200,1033,1251,3396,3966,3458,2949,3275,3627,3461
+ Minority/Non Controlling Interest,191,207,10,106,105,104,70,62,58,66
Total Equity,1391,1240,1261,3502,4071,3562,3019,3337,3685,3527
Total Liabilities & Equity,7820,7571,9777,16378,17182,16554,17360,18252,19714,19909
Shares Outstanding,284,274,283,350,350,335,325,328,321,314
Capital Leases - Total,0,0,0,0,0,0,239,307,420,452
Net Debt,3189,2978,4908,6935,6523,6008,6019,6434,7174,8400
Net Debt to Equity,229.22,240.20,389.08,198.03,160.23,168.67,199.37,192.81,194.68,238.16
Tangible Common Equity Ratio,-19,-19,-12,-38,-34,-31,-31,-25,-17,-15
Current Ratio,1.28,1.15,1.02,1.22,0.92,0.96,0.88,1.05,0.88,0.78
Cash Conversion Cycle,14.54,4.39,-15.96,-7.33,-19.27,-42.70,-33.93,-23.84,-21.03,-8.78
Number of Employees,14600,14500,15200,18450,18300,17500,18300,21500,24300,21000
