,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,2108,3024,2595,2357,2382,2377,2734,3103,3106,3071
ST Debt,342,46,17,4,29,24,89,87,97,57
LT Debt,1766,2978,2578,2353,2353,2352,2645,3016,3009,3013
Total Debt/EBITDA,3.41,3.58,3.99,2.04,1.74,1.17,2.09,2.60,0.67,0.56
Net Debt/EBITDA,2.77,3.16,2.87,1.31,0.99,0.76,1.03,1.45,0.40,0.26
Total Debt/EBIT,5.45,5.21,7.29,2.74,2.23,1.38,2.77,3.58,0.72,0.60
Net Debt/EBIT,4.43,4.59,5.25,1.76,1.27,0.90,1.37,2.00,0.43,0.28
EBITDA to Interest Expense,4.84,6.15,4.22,7.92,10.16,16.11,10.29,12.57,81.26,59.82
EBITDA-CapEx/Interest Expense,3.37,5.33,3.48,6.57,8.94,14.22,6.73,-0.06,63.67,49.89
EBIT to Interest Expense,3.03,4.23,2.31,5.89,7.94,13.60,7.76,9.13,75.18,55.63
Interest Expense,128,137,154,146,134,127,127,95,57,92
Common Equity/Total Assets,36.75,30.48,31.70,34.42,41.94,51.39,53.41,51.37,61.94,80.34
Long-Term Debt/Equity (%),67.60,101.91,96.50,81.46,71.17,60.52,65.07,69.36,47.60,37.22
Long-Term Debt/Capital (%),40.57,56.59,56.63,51.95,45.15,37.41,37.03,38.34,27.64,20.91
Long-Term Debt/Total Assets (%),29.77,40.73,41.57,36.63,34.32,30.54,31.96,32.55,24.01,21.28
Total Debt/Equity (%),80.68,103.50,97.13,81.59,72.04,61.14,67.27,71.35,49.14,37.93
Total Debt/Capital (%),48.42,57.48,57.00,52.03,45.70,37.80,38.28,39.45,28.54,21.31
Total Debt/Total Assets (%),35.52,41.36,41.84,36.69,34.74,30.85,33.04,33.49,24.79,21.68
Net Debt to Equity,65.55,91.13,69.91,52.46,40.93,39.84,33.28,39.88,29.46,17.81
Net Debt/Capital (%),43.27,54.34,48.82,41.09,32.35,28.36,23.48,26.69,19.32,11.28
EBITDA,618,844,650,1157,1366,2040,1308,1192,4649,5476
EBITDA-CapEx,431,732,536,959,1201,1800,856,-6,3643,4567
Operating Income (Loss),387,580,356,861,1067,1722,987,867,4301,5092
