,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,8.44,7.28,6.90,6.80,6.47,6.31,6.37,5.90,6.31,6.27
Days Sales Outstanding,43.27,50.16,52.90,53.65,56.42,57.84,57.34,61.83,57.83,58.23
Inventory Turnover,4.01,3.63,3.59,3.74,3.58,3.37,3.19,3.39,3.69,3.39
Days Inventory Outstanding,90.98,100.65,101.57,97.48,101.84,108.20,114.33,107.51,99.04,107.62
Accounts Payable Turnover,5.96,4.89,4.85,4.80,4.86,5.03,4.73,3.91,5.38,7.92
Accounts Payable Turnover Days,61.19,74.62,75.25,76.10,75.16,72.55,77.19,93.39,67.80,46.10
Cash Conversion Cycle,73.06,76.19,79.22,75.03,83.10,93.48,94.49,75.96,89.08,119.75
Inventory to Cash Days,-47.71,-50.49,-48.67,-43.83,-45.42,-50.35,-56.99,-45.68,-41.21,-49.39
Inventories,1572,1543,1607,1676,1949,2288,2282,1913,2392,2794
Raw Materials,404,393,387,411,463,540,527,415,570,647
Work In Process,129,129,137,137,160,166,145,126,144,161
Finished Goods,1039,1021,1083,1128,1326,1582,1611,1372,1678,1986
Other Inventory,0,0,0,0,0,0,0,0,0,0
