,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,10719,11348,14038,14810,20533,8474,9698,10015,11671,6494
- Cash & Cash Equivalents,54,98,82,122,85,119,135,769,269,510
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,9,5,7,7,8,6,7,7,7,6
+ Total Debt,2260,2253,3200,2511,2764,3258,2900,3067,2727,3221
Enterprise Value,12934,13509,17163,17207,23219,11620,12427,11749,13813,9054
Total Capital,5224,5746,7310,7552,8777,9853,10140,10634,10426,10637
Total Debt/Capital (%),43.26,39.22,43.77,33.25,31.49,33.07,28.60,28.84,26.15,30.28
Total Debt / EV,0.17,0.17,0.19,0.15,0.12,0.28,0.23,0.26,0.20,0.36
EV/Sales,1.76,1.73,2.13,1.92,2.45,1.16,1.25,1.23,1.23,0.77
EV/EBITDA,15.11,12.08,14.30,10.19,12.89,7.19,8.85,9.45,7.17,5.90
EV/EBIT,23.65,17.48,20.49,13.44,17.15,10.61,15.02,18.47,10.35,9.63
EV/Cash Flow to Firm,21.51,18.23,17.69,12.67,19.09,9.58,8.51,6.47,10.19,13.38
EV/Free Cash Flow to Firm,13.37,10.37,11.64,8.48,10.94,5.79,6.20,5.24,6.80,7.20
Diluted Market Cap,10662,11418,14060,14890,20648,8763,9783,10175,12248,6524
Diluted Enterprise Value,12877,13579,17185,17287,23335,11909,12555,12480,14713,9242
EV per Share,177.95,185.27,232.16,232.00,312.00,160.70,173.48,167.17,210.53,142.50
TTM Sales,7349,7803,8072,8959,9491,9984,9971,9552,11201,11737
TTM EBITDA,856,1118,1200,1689,1801,1617,1404,1244,1927,1535
TTM Operating Income,547,773,838,1280,1354,1095,827,636,1335,940
TTM Cash Flow to Firm,601,741,970,1358,1217,1213,1460,1816,1355,676
TTM Free Cash Flow to Firm,968,1303,1474,2030,2123,2007,2005,2242,2031,1257
