,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,3583,3545,4098,5391,7109,6844,11062,17155,22708,12445
- Cash & Cash Equivalents,332,413,458,456,384,432,661,662,471,434
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,437,436,436,435,435,439,440,14,11,1198
Enterprise Value,3411,3284,3743,4982,6783,6433,10381,16173,21844,11847
Total Capital,2044,2131,2244,2271,2265,4162,5911,9282,13518,11096
Total Debt/Capital (%),21.40,20.46,19.43,19.14,19.20,10.56,7.44,0.15,0.08,10.80
Total Debt / EV,0.13,0.13,0.12,0.09,0.06,0.07,0.04,0.00,0.00,0.10
EV/Sales,1.60,1.51,1.85,2.41,3.14,2.81,4.49,6.35,7.47,4.23
EV/EBITDA,10.77,10.95,12.54,19.28,24.50,19.50,28.53,29.45,35.05,19.11
EV/EBIT,20.13,21.89,22.45,43.13,52.93,33.53,45.20,39.35,44.63,24.55
EV/Cash Flow to Firm,15.65,11.39,18.44,21.54,52.34,21.26,21.80,27.31,33.21,52.93
EV/Free Cash Flow to Firm,10.47,7.46,11.78,13.36,27.30,14.88,18.07,23.08,28.06,35.19
Diluted Market Cap,3599,3553,4105,5404,7168,6942,11157,17337,22917,12524
Diluted Enterprise Value,3705,3576,4083,5382,7219,6950,10936,16689,22458,13288
EV per Share,118.54,112.96,127.50,168.44,227.74,215.87,346.90,541.90,729.77,400.28
TTM Sales,2133,2175,2019,2068,2160,2290,2312,2546,2923,2802
TTM EBITDA,317,300,299,258,277,330,364,549,623,620
TTM Operating Income,169,150,167,115,128,192,230,411,489,483
TTM Cash Flow to Firm,218,288,203,231,130,303,476,592,658,224
TTM Free Cash Flow to Firm,326,440,318,373,249,432,575,701,779,337
