,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,45.75,39.64,36.02,190.80,61.69,18.98,6.27,4.50,5.33,0
Price/Earnings Average,43.60,39.29,35.49,156.14,56.75,22.95,5.30,3.69,4.75,-4.15
Price/Earnings High,46.73,43.59,39.32,193.53,70.78,28.53,6.39,5.07,5.85,-6.18
Price/Earnings Low,38.99,33.38,29.04,127.74,47.01,18.19,3.80,2.42,3.83,-2.83
Price/Book Value,2.23,2.09,2.27,2.94,3.88,1.84,2.02,1.85,1.68,1.26
Price/Book Value Average,2.13,2.07,2.23,2.40,3.57,2.22,1.71,1.52,1.50,1.51
Price/Book Value High,2.28,2.30,2.47,2.98,4.46,2.76,2.06,2.09,1.85,2.25
Price/Book Value Low,1.90,1.76,1.83,1.97,2.96,1.76,1.22,1.00,1.21,1.03
Price/Tangible Book Value,2.55,2.48,2.30,2.77,3.16,1.86,2.07,1.83,1.74,1.40
Price/Tangible Book Value Average,2.43,2.46,2.27,2.26,2.91,2.25,1.75,1.50,1.55,1.69
Price/Tangible Book Value High,2.61,2.73,2.51,2.81,3.63,2.80,2.11,2.06,1.91,2.51
Price/Tangible Book Value Low,2.18,2.09,1.86,1.85,2.41,1.79,1.25,0.98,1.25,1.15
Price/Sales,1.67,1.62,2.02,2.59,3.28,2.99,4.77,6.72,7.74,4.47
Price/Sales Average,1.59,1.60,1.99,2.12,3.01,3.62,4.03,5.52,6.89,5.38
Price/Sales High,1.70,1.78,2.20,2.63,3.76,4.50,4.86,7.58,8.50,7.99
Price/Sales Low,1.42,1.36,1.63,1.74,2.50,2.87,2.89,3.62,5.56,3.66
Price/Cash Flow,20.28,12.89,21.88,24.79,68.13,24.00,24.09,29.74,34.47,64.41
Price/Cash Flow Average,19.33,12.77,21.55,20.29,62.68,29.02,20.36,24.41,30.69,77.51
Price/Cash Flow High,20.72,14.17,23.88,25.15,78.18,36.07,24.53,33.55,37.84,115.22
Price/Cash Flow Low,17.28,10.85,17.63,16.60,51.92,23.00,14.59,16.01,24.76,52.79
Price/Free Cash Flow,12.69,8.35,13.64,15.09,32.17,16.72,20.05,25.35,29.48,40.77
Price/Free Cash Flow Average,12.10,8.28,13.44,12.35,29.60,20.21,16.94,20.80,26.25,49.05
Price/Free Cash Flow High,12.96,9.19,14.89,15.30,36.92,25.12,20.42,28.59,32.36,72.92
Price/Free Cash Flow Low,10.82,7.04,10.99,10.10,24.52,16.02,12.15,13.64,21.18,33.41
EV/Sales,1.60,1.51,1.85,2.41,3.14,2.81,4.49,6.35,7.47,4.23
EV/Sales Average,1.65,1.63,1.99,2.12,3.05,3.62,3.95,5.28,6.76,5.62
EV/Sales High,1.77,1.80,2.20,2.63,3.80,4.49,4.78,7.35,8.37,8.22
EV/Sales Low,1.48,1.38,1.63,1.73,2.53,2.87,2.80,3.37,5.42,3.91
EV/EBITDA,10.77,10.95,12.54,19.28,24.50,19.50,28.53,29.45,35.05,19.11
EV/EBITDA Average,11.12,11.79,13.45,16.99,23.81,25.11,25.08,24.46,31.70,25.39
EV/EBITDA High,11.89,13.08,14.91,21.08,29.65,31.20,30.35,34.06,39.26,37.14
EV/EBITDA Low,9.98,10.03,10.99,13.88,19.75,19.90,17.80,15.64,25.44,17.69
EV/EBIT,20.13,21.89,22.45,43.13,52.93,33.53,45.20,39.35,44.63,24.55
EV/EBIT Average,20.77,23.58,24.09,38.01,51.43,43.17,39.74,32.68,40.37,32.61
EV/EBIT High,22.22,26.15,26.71,47.16,64.05,53.65,48.09,45.51,49.99,47.71
EV/EBIT Low,18.64,20.06,19.69,31.06,42.67,34.22,28.21,20.89,32.39,22.72
Last Price,124.50,121.96,139.57,182.28,238.67,229.66,369.64,574.83,758.65,420.49
High Price,127.17,134.13,152.38,184.89,273.87,345.15,376.43,648.39,832.70,752.17
Low Price,106.10,102.71,112.51,122.03,181.87,220.05,223.89,309.38,545.00,344.63
Enterprise Value,3411,3284,3743,4982,6783,6433,10381,16173,21844,11847
Enterprise Value Average,3520,3537,4016,4390,6591,8284,9126,13431,19759,15739
Enterprise Value High,3765,3922,4452,5447,8208,10293,11044,18702,24465,23025
Enterprise Value Low,3159,3008,3282,3588,5468,6565,6479,8585,15853,10964
