,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Cash Ratio,0.39,1.00,0.35,0.41,0.38,0.20,0.15,0.38,0.24,0.15
Current Ratio,2.01,2.31,1.88,1.87,1.60,2.05,1.20,1.35,1.34,1.51
Quick Ratio,0.39,1.02,0.43,0.48,0.42,0.25,0.18,0.38,0.24,0.15
CFO/Avg Current Liab,1.16,1.20,0.53,0.80,0.61,0.71,0.66,0.75,0.36,0.38
Common Equity/Total Assets,42.46,49.79,12.95,18.82,28.59,22.80,19.62,25.04,29.97,35.29
Long-Term Debt/Equity (%),64.66,42.41,164.25,114.48,66.30,75.59,135.92,113.81,110.93,99.15
Long-Term Debt/Capital (%),38.89,29.88,76.96,66.51,46.02,58.08,61.29,55.94,51.96,47.54
Long-Term Debt/Total Assets (%),27.31,21.22,45.52,39.29,29.16,31.59,43.43,40.06,39.42,37.69
Total Debt/Equity (%),65.76,42.41,166.70,117.30,79.06,75.59,160.37,132.32,129.17,115.71
Total Debt/Capital (%),39.54,29.88,78.11,68.15,54.87,58.08,72.32,65.04,60.50,55.48
Total Debt/Total Assets (%),27.77,21.22,46.20,40.26,34.76,31.59,51.24,46.58,45.90,43.99
CFO/Total Liabilities,49.55,52.01,6.79,16.23,16.50,22.47,14.04,20.25,10.22,11.32
CFO/CapEx,2.39,2.85,1.63,1859.22,2.39,2.16,1.80,3.02,1.40,322.96
Altman's Z-Score,9.18,9.62,4.34,5.63,6.57,6.31,3.35,3.66,3.83,4.15
