,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Return on Common Equity (%),41.94,43.73,14.73,35.75,44.97,-41.06,23.91,29.75,22.72,22.08
Return on Assets (%),21.60,20.37,2.90,5.67,10.70,-10.66,5.00,6.66,6.26,7.22
Return on Capital (%),31.20,29.76,11.06,12.30,0,0,8.95,10.15,9.41,9.85
Return on Invested Capital (%),29.86,28.96,9.11,9.63,0,0,9.01,8.73,8.47,9.33
Gross Margin (%),35.58,35.27,30.05,30.86,31.57,30.44,29.82,30.53,29.40,31.54
EBITDA Margin (%),14.81,14.82,9.92,11.30,11.82,10.55,9.41,10.09,9.60,10.60
Operating Margin (%),12.38,12.42,6.77,8.23,9.07,7.83,6.67,7.40,6.88,7.89
Incremental Operating Margin (%),11.26,12.92,-0.28,12.55,20.49,-39.82,-26.96,16.47,-9.42,21.13
Pretax Margin (%),12.17,11.97,2.89,6.42,7.66,-5.74,4.65,6.82,6.20,7.45
Profit Margin (%),7.61,7.51,1.82,4.33,7.71,-6.97,3.50,5.26,5.04,5.70
Net Income to Common Margin (%),7.61,7.51,1.82,4.33,7.71,-6.97,3.50,5.26,5.04,5.70
Effective Tax Rate (%),37.47,37.28,36.99,32.59,0,0,24.73,22.87,18.64,23.46
Dvd Payout Ratio (%),0,0,0,0,0,0,0,0,0,0
Sustainable Growth Rate (%),41.94,43.73,14.73,35.75,44.97,-41.06,23.91,29.75,22.72,22.08
