,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),5.93,9.56,5.41,8.07,8.85,-42.97,-85.99,-10.07,0,0
Return on Assets (%),1.53,2.51,1.44,2.13,2.43,-9.43,-9.42,-1.42,-0.09,1.64
Return on Capital (%),4.87,6.70,0,6.24,6.22,0,0,0,-0.54,0
Return on Invested Capital (%),4.76,6.50,0,5.94,6.02,0,0,0,-0.39,0
Gross Margin (%),24.61,28.57,24.48,27.92,33.91,30.47,26.71,31.88,29.36,32.36
EBITDA Margin (%),24.61,28.57,24.48,27.92,33.91,30.47,26.71,29.64,26.86,27.35
Operating Margin (%),11.30,14.34,8.96,12.32,17.25,12.36,7.83,10.86,10.37,9.57
Incremental Operating Margin (%),12.37,46.11,366.54,80.31,-146.70,235.37,-197.30,49.63,6.21,-6.45
Pretax Margin (%),7.03,10.50,5.11,8.28,12.67,-60.44,-64.46,-5.10,3.62,2.20
Profit Margin (%),5.31,8.48,5.28,7.96,9.69,-40.80,-44.61,-7.06,-0.43,8.37
Net Income to Common Margin (%),5.22,8.40,5.19,7.89,9.61,-40.88,-44.70,-7.14,-0.49,8.30
Effective Tax Rate (%),24.45,19.22,0,3.76,23.54,0,0,0,111.76,0
Dvd Payout Ratio (%),94.35,56.69,96.34,65.11,61.18,0.20,0.18,1.06,13.73,-0.78
Sustainable Growth Rate (%),0.33,4.14,0.20,2.81,3.44,-42.88,-85.84,-9.96,0,0
