,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.04,0.03,0.02,0.02,0.06,0.04,0.21,0.04,0.01,0.05
Current Ratio,0.80,1.08,0.91,0.81,0.88,0.22,1.33,0.71,0.64,0.81
Quick Ratio,0.56,0.80,0.67,0.66,0.66,0.19,1.12,0.49,0.50,0.61
CFO/Avg Current Liab,0.50,0.55,0.61,0.63,0.81,0.19,0.20,-1.80,0.16,0.22
Common Equity/Total Assets,25.70,26.17,26.18,26.17,28.27,16.44,6.04,21.49,-2.83,21.36
Long-Term Debt/Equity (%),87.14,94.06,95.26,89.16,91.17,0,32.11,181.13,134.49,212.29
Long-Term Debt/Capital (%),43.37,47.52,47.09,44.27,45.98,0,18.84,60.02,88.01,61.90
Long-Term Debt/Total Assets (%),22.87,25.03,25.31,23.65,26.10,0,2.03,39.34,33.38,41.29
Total Debt/Equity (%),101.27,98.02,102.26,101.34,98.24,170.46,70.27,200.46,162.23,232.02
Total Debt/Capital (%),50.40,49.52,50.55,50.32,49.55,63.01,41.22,66.42,106.17,67.65
Total Debt/Total Assets (%),26.58,26.08,27.17,26.88,28.13,28.57,4.44,43.54,40.27,45.13
CFO/Total Liabilities,8.36,8.33,8.07,8.75,12.31,7.41,6.03,-24.86,3.16,3.89
CFO/CapEx,0.66,0.76,0.73,0.77,1.06,0.73,0.76,-2.48,0.32,0.39
Altman's Z-Score,0.74,0.90,0.79,0.82,0.80,-0.09,0.20,0.27,0.32,0.35
