,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,457,476,492,507,515,520,529,1985,1985,2218
Diluted Weighted Avg Shares,445,470,487,501,513,517,528,1257,1985,2132
Basic Weighted Avg Shares,444,468,484,499,512,517,528,1257,1985,1987
Revenue per Share,35.13,36.52,34.78,35.40,33.47,32.42,32.44,14.69,10.40,10.91
EBITDA per Share,8.65,10.43,8.51,9.88,11.35,9.88,8.66,4.36,2.79,2.98
Operating Income per Share,3.97,5.24,3.12,4.36,5.77,4.01,2.54,1.60,1.08,1.04
"Basic EPS, GAAP",1.83,3.07,1.81,2.79,3.21,-13.25,-14.50,-1.05,-0.05,0.91
Basic EPS from Cont Ops,1.86,3.10,1.83,2.82,3.24,-13.22,-14.47,-1.04,-0.04,0.91
"Diluted EPS, GAAP",1.83,3.06,1.79,2.78,3.21,-13.25,-14.50,-1.05,-0.05,0.84
Diluted EPS from Cont Ops,1.86,3.09,1.82,2.81,3.24,-13.22,-14.47,-1.04,-0.04,0.85
Dividend per Share,1.76,1.77,1.77,1.85,1.99,0,0,0,0,0
Cash Flow per Share,7.72,7.86,7.75,8.84,11.67,9.19,9.12,-15.15,1.23,1.87
Free Cash Flow per Basic Share,-4.01,-2.47,-2.93,-2.61,0.66,-3.41,-2.84,-21.27,-2.64,-2.95
Cash & Equivalents per Share,0.65,0.32,0.25,0.35,0.87,3.21,2.97,0.24,0.08,0.33
Book Value per Share,31.30,33.07,33.70,35.41,37.35,24.33,9.72,10.60,-1.47,11.43
Tangible Book Value per Share,31.96,33.62,34.20,35.89,37.83,24.80,10.18,10.58,12.77,10.40
